	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   74300.000 -1666238.704   142185.333    86375.739   185113.166     1165.339 -2354038.610   272960.329    43420.726       27.146       55.345     7074.022       18.754      279.000   116232.000       21.000     2660.000       40.000      180.000       86.000        8.000       69.031        0.000       11.073       19.896        0.000        0.000        2.255        2.272        3.577
   74400.000 -1666131.514   143426.819    87355.555   184750.783     1174.583 -2354685.608   271846.353    42703.538       27.060       55.374     7267.912       18.938      268.000   116098.000       24.000     2657.000       28.000      165.000       92.000        7.000       67.647        0.000        8.997       21.972        1.384        0.000        2.246        2.264        3.679
   74500.000 -1665417.320   144501.923    86140.274   184746.312     1208.696 -2352209.468   270194.943    41806.713       27.205       55.368     7217.218       18.900      269.000   116006.000       21.000     2651.000       36.000      174.000      100.000        7.000       67.993        0.000        8.304       23.010        0.692        0.000        2.376        2.390        3.706
   74600.000 -1666635.601   144987.269    86298.095   184401.060     1108.032 -2353827.450   270397.392    42782.931       27.240       55.404     7281.574       19.034      259.000   115966.000       24.000     2590.000       30.000      160.000       86.000        7.000       67.474        0.000       11.765       19.896        0.865        0.000        2.185        2.204        3.557
   74700.000 -1667974.062   146358.569    86000.228   184392.928     1174.340 -2355793.404   269893.278    42211.831       27.452       55.399     7169.354       18.850      273.000   115822.000       25.000     2575.000       31.000      160.000       89.000        8.000       66.609        0.000       10.381       21.626        1.384        0.000        2.209        2.227        3.465
   74800.000 -1667760.670   145861.016    86705.867   184707.793     1143.930 -2359408.850   273229.573    42707.131       27.253       55.374     7249.002       19.119      288.000   116222.000       23.000     2613.000       37.000      163.000       84.000        7.000       67.820        0.000        8.997       21.799        1.384        0.000        2.188        2.203        3.551
   74900.000 -1666992.904   143924.923    85941.410   184684.808     1142.582 -2353425.865   270739.239    42362.087       27.346       55.364     7194.283       18.672      262.000   116060.000       23.000     2624.000       40.000      162.000       96.000        8.000       66.782        0.000       10.381       21.626        1.211        0.000        2.151        2.172        3.402
   75000.000 -1663955.092   142259.365    87485.788   184255.590     1147.687 -2352261.573   273158.052    42765.818       27.172       55.370     7137.310       18.793      264.000   115838.000       22.000     2631.000       38.000      151.000       96.000        7.000       66.955        0.000       12.457       19.896        0.692        0.000        2.280        2.294        3.525
   75100.000 -1666367.256   144368.028    86962.941   184877.873     1092.876 -2355669.895   272000.921    42475.700       27.224       55.337     7172.523       18.665      263.000   116010.000       24.000     2580.000       46.000      148.000       87.000        7.000       69.550        0.000        8.997       20.069        1.384        0.000        2.419        2.435        3.534
   75200.000 -1666816.042   143486.759    86517.079   185284.311     1120.871 -2353101.562   269876.499    42411.539       27.279       55.383     7153.584       18.749      262.000   115998.000       28.000     2626.000       37.000      153.000       84.000        7.000       66.782        0.000       11.073       20.761        1.384        0.000        2.411        2.426        3.559
   75300.000 -1666256.398   141737.723    86424.022   184593.665     1122.967 -2354255.967   274121.192    42862.520       27.261       55.362     7137.334       18.841      269.000   115956.000       23.000     2595.000       40.000      174.000       85.000        7.000       68.339        0.000        9.689       21.972        0.000        0.000        2.306        2.322        3.455
   75400.000 -1666501.927   147353.170    86799.173   184328.390     1119.371 -2357056.055   270954.023    43115.828       27.224       55.392     7129.517       18.879      259.000   115958.000       25.000     2617.000       36.000      159.000       97.000        8.000       67.820        0.000       13.841       17.474        0.865        0.000        2.375        2.391        3.590
   75500.000 -1668028.320   143184.327    86170.557   185333.651     1065.687 -2358938.770   275156.227    42175.504       27.198       55.368     7210.958       18.843      255.000   116302.000       33.000     2578.000       35.000      166.000       98.000        8.000       68.339        0.000        8.997       21.972        0.692        0.000        2.342        2.356        3.630
   75600.000 -1667732.021   142820.699    85988.369   184825.436     1156.516 -2357299.971   274776.929    42152.096       27.120       55.378     7229.377       18.842      260.000   115938.000       30.000     2692.000       38.000      182.000       94.000        7.000       67.647        0.000       10.381       21.280        0.692        0.000        2.226        2.247        3.422
   75700.000 -1665875.766   143953.906    86113.887   184432.395     1140.072 -2354613.236   273097.209    43963.636       27.321       55.348     7256.170       18.549      263.000   115952.000       24.000     2610.000       35.000      155.000       87.000        7.000       67.301        0.000       11.073       21.626        0.000        0.000        2.136        2.152        3.397
   75800.000 -1665327.975   142356.017    86524.850   185072.307     1130.929 -2353496.279   273084.201    42422.417       27.270       55.401     7261.317       18.892      262.000   115780.000       28.000     2657.000       32.000      150.000       86.000        8.000       70.242        0.000        7.612       22.145        0.000        0.000        2.413        2.431        3.593
   75900.000 -1667398.388   145173.454    86791.216   185063.385     1169.026 -2357843.004   272247.536    42691.112       27.329       55.396     7296.310       18.876      265.000   115818.000       26.000     2623.000       32.000      156.000       91.000        7.000       66.436        0.000        9.689       23.183        0.692        0.000        2.540        2.557        3.669
   76000.000 -1666823.773   140258.125    86871.048   185280.928     1209.277 -2356390.382   275947.232    43122.759       27.185       55.392     7182.868       18.821      265.000   116176.000       31.000     2605.000       37.000      146.000       95.000        7.000       66.436        0.000       11.765       19.550        2.249        0.000        2.384        2.400        3.656
   76100.000 -1666766.523   142734.717    85982.090   184571.560     1182.161 -2352608.962   271371.911    42697.014       27.239       55.383     7158.529       18.800      264.000   116040.000       26.000     2572.000       43.000      150.000       92.000        7.000       65.917        0.000       12.457       19.031        2.595        0.000        2.470        2.486        3.607
   76200.000 -1665432.418   142988.725    86411.277   184911.680     1117.970 -2354718.633   273856.563    42669.320       27.223       55.354     7217.662       18.898      274.000   115996.000       25.000     2655.000       32.000      164.000       86.000        7.000       68.512        0.000        8.304       21.453        1.730        0.000        2.330        2.349        3.481
   76300.000 -1665967.278   144633.636    86450.627   184692.227     1185.719 -2351472.601   268543.114    42395.488       27.127       55.383     7234.599       18.671      249.000   115684.000       23.000     2648.000       27.000      153.000       85.000        7.000       63.495        0.000       13.841       21.107        1.557        0.000        2.334        2.356        3.466
   76400.000 -1667355.232   142837.869    86636.082   184889.470     1100.467 -2357541.455   274722.336    43002.688       27.089       55.330     7168.826       18.829      268.000   116146.000       20.000     2583.000       34.000      147.000       86.000        7.000       63.149        0.000       12.457       21.972        2.422        0.000        2.394        2.412        3.576
   76500.000 -1666313.594   140493.439    86920.574   185194.853     1177.044 -2355979.665   275880.162    42853.647       27.132       55.380     7287.758       18.856      257.000   116144.000       27.000     2627.000       37.000      165.000       92.000        8.000       63.495        0.000       13.841       21.972        0.692        0.000        2.248        2.270        3.523
   76600.000 -1666689.685   143129.749    86365.693   184867.347     1174.216 -2354937.362   272710.672    42554.538       27.121       55.374     7171.509       18.730      263.000   116242.000       28.000     2683.000       41.000      158.000       88.000        7.000       65.398        0.000       10.381       21.107        3.114        0.000        2.248        2.263        3.480
   76700.000 -1666417.607   142978.318    86348.549   184952.022     1156.849 -2355981.354   274128.009    43086.966       27.105       55.374     7288.343       19.057      263.000   116028.000       25.000     2627.000       32.000      168.000       93.000        7.000       64.706        0.000        8.304       24.913        2.076        0.000        1.998        2.023        3.446
   76800.000 -1667557.953   141893.963    86430.127   185503.606     1104.927 -2357275.368   274784.790    42650.557       27.187       55.361     7203.733       18.814      259.000   116176.000       21.000     2576.000       37.000      156.000       95.000        7.000       67.474        0.000       11.765       19.377        1.384        0.000        2.346        2.361        3.677
   76900.000 -1667263.140   143062.295    86229.149   184752.915     1185.848 -2356913.170   274419.823    42218.996       27.208       55.378     7210.993       18.658      275.000   115872.000       22.000     2662.000       37.000      159.000       90.000        7.000       69.204        0.000        8.304       22.491        0.000        0.000        2.130        2.152        3.511
   77000.000 -1666623.355   143775.323    86760.939   184386.277     1171.230 -2354337.272   271620.149    42713.292       27.077       55.366     7239.236       18.676      281.000   115906.000       19.000     2683.000       39.000      161.000       97.000        7.000       67.647        0.000        9.689       21.107        1.557        0.000        2.397        2.415        3.819
   77100.000 -1665086.802   142792.622    86929.696   184479.400     1187.229 -2354047.410   273571.660    42601.549       26.983       55.370     7230.151       18.792      256.000   115856.000       22.000     2627.000       44.000      186.000       89.000        7.000       65.917        0.000       12.457       19.896        1.730        0.000        2.193        2.212        3.730
   77200.000 -1665540.692   144020.040    86243.600   184940.804     1193.510 -2353213.415   271274.769    42313.976       26.963       55.413     7285.448       18.655      268.000   115868.000       30.000     2638.000       45.000      174.000       88.000        7.000       65.744        0.000       12.457       20.069        1.730        0.000        2.185        2.202        3.573
   77300.000 -1667953.714   142301.405    86763.178   185132.619     1072.430 -2355563.049   272339.704    41901.087       27.091       55.356     7171.044       18.846      273.000   115984.000       19.000     2562.000       26.000      154.000       89.000        7.000       66.436        0.000       12.457       20.415        0.692        0.000        2.197        2.215        3.826
   77400.000 -1667442.860   146214.358    85810.331   184422.783     1179.690 -2353098.829   268028.807    41961.990       27.146       55.404     7230.874       18.809      252.000   115950.000       21.000     2611.000       25.000      159.000       88.000        7.000       67.647        0.000       11.073       20.415        0.865        0.000        2.167        2.181        3.897
   77500.000 -1666447.044   144239.116    86944.834   185358.367     1112.002 -2356473.513   272372.150    41781.698       27.164       55.371     7142.119       18.672      270.000   116022.000       19.000     2612.000       34.000      159.000       88.000        7.000       67.128        0.000       11.073       21.799        0.000        0.000        2.308        2.327        3.909
   77600.000 -1667666.781   144338.643    86057.436   184794.753     1149.089 -2357685.809   273679.107    42397.441       27.164       55.340     7238.891       18.893      273.000   115942.000       20.000     2538.000       61.000      153.000       93.000        7.000       68.858        0.000       11.765       19.377        0.000        0.000        2.155        2.173        3.622
   77700.000 -1665756.049   143707.881    86387.083   184552.214     1098.914 -2352233.446   270731.305    43232.186       27.133       55.410     7222.064       18.726      264.000   116018.000       25.000     2589.000       30.000      154.000       87.000        7.000       67.301        0.000        8.997       21.453        2.249        0.000        2.345        2.364        3.891
   77800.000 -1667085.721   143446.884    86535.812   185121.712     1127.471 -2357251.396   273933.795    42752.109       27.114       55.351     7210.776       18.882      269.000   115730.000       30.000     2570.000       35.000      170.000      101.000        7.000       67.820        0.000       11.765       19.723        0.692        0.000        2.263        2.278        3.714
   77900.000 -1667517.822   142672.024    87191.673   184891.740     1175.967 -2356739.271   273290.045    43475.951       27.107       55.324     7148.797       18.966      269.000   116296.000       24.000     2579.000       40.000      144.000       95.000        8.000       66.609        0.000       11.765       20.934        0.692        0.000        2.435        2.448        3.934
   78000.000 -1669608.853   143065.471    86596.715   184646.552     1111.547 -2357667.853   272638.715    42172.526       27.181       55.373     7214.458       19.295      255.000   116362.000       20.000     2536.000       25.000      148.000       96.000        7.000       65.225        0.000        8.304       22.145        4.325        0.000        2.326        2.337        3.926
   78100.000 -1667131.235   142409.997    86176.738   185173.720     1159.148 -2355768.777   273717.938    42409.631       27.055       55.366     7278.162       19.398      259.000   116032.000       26.000     2613.000       33.000      160.000       91.000        7.000       68.339        0.000       10.381       21.280        0.000        0.000        2.454        2.468        3.987
   78200.000 -1665661.001   142813.689    86882.399   184735.681     1116.430 -2353459.707   272250.507    42068.095       27.065       55.344     7227.784       19.254      259.000   116004.000       22.000     2636.000       38.000      147.000       96.000        8.000       69.031        0.000       10.381       19.723        0.865        0.000        2.384        2.395        3.881
   78300.000 -1667831.314   140474.652    87382.006   185448.753     1107.151 -2357647.383   275403.506    43275.404       27.019       55.325     7239.018       19.061      266.000   116232.000       22.000     2670.000       36.000      177.000      102.000        7.000       69.031        0.000        9.689       21.280        0.000        0.000        2.527        2.541        3.926
   78400.000 -1666417.164   144355.511    86500.150   184887.371     1079.224 -2352709.742   269470.323    42860.041       26.999       55.399     7161.359       18.829      265.000   116082.000       26.000     2609.000       34.000      155.000      100.000        8.000       70.415        0.000        8.304       19.031        2.249        0.000        2.717        2.732        4.017
   78500.000 -1665676.831   142271.244    87435.152   184392.804     1113.027 -2352105.701   271216.643    42029.727       27.046       55.360     7172.485       18.821      280.000   115954.000       15.000     2603.000       33.000      148.000       94.000        7.000       67.820        0.000        8.997       21.799        1.384        0.000        2.473        2.494        3.657
   78600.000 -1667030.009   143871.742    86125.918   184385.680     1188.340 -2354959.407   272357.716    41857.297       26.983       55.377     7147.409       18.904      275.000   115934.000       25.000     2540.000       35.000      165.000       98.000        7.000       66.436        0.000        8.997       22.318        2.249        0.000        2.643        2.655        3.738
   78700.000 -1666466.292   147845.283    86631.092   184096.887     1141.046 -2352746.811   266566.211    42392.754       27.113       55.421     7197.374       18.749      263.000   115708.000       21.000     2576.000       34.000      166.000      100.000        8.000       68.339        0.000       10.381       21.280        0.000        0.000        2.598        2.609        3.771
   78800.000 -1667210.489   144149.775    87040.641   184698.766     1169.061 -2358185.792   273917.060    42778.601       27.077       55.373     7165.307       18.890      267.000   116226.000       25.000     2594.000       37.000      164.000       92.000        8.000       69.031        0.000        9.689       21.280        0.000        0.000        2.581        2.595        3.729
   78900.000 -1667567.293   144166.429    86915.208   184718.745     1131.914 -2355381.512   270881.923    42263.314       27.061       55.348     7105.584       18.539      271.000   116086.000       28.000     2652.000       32.000      162.000      101.000        8.000       67.301        0.000       11.765       20.242        0.692        0.000        2.638        2.650        3.731
   79000.000 -1667211.129   140746.201    86397.131   185037.797     1215.702 -2354815.628   274207.667    42156.359       27.048       55.324     7114.746       18.835      264.000   116082.000       22.000     2634.000       32.000      145.000       96.000        7.000       68.685        0.000       11.765       18.685        0.865        0.000        2.706        2.717        3.723
   79100.000 -1667344.112   145276.219    86351.216   184560.554     1208.202 -2356963.265   272222.962    42607.026       27.023       55.384     7192.820       18.765      261.000   116028.000       22.000     2611.000       28.000      143.000      100.000        7.000       66.436        0.000       11.073       20.934        1.557        0.000        2.650        2.664        3.770
   79200.000 -1666918.767   142822.795    87119.660   184578.628     1169.897 -2356232.585   273622.838    43586.061       27.031       55.371     7200.131       18.761      263.000   116174.000       13.000     2684.000       40.000      168.000       91.000        7.000       65.225        0.000       11.765       21.280        1.730        0.000        2.768        2.779        3.920
   79300.000 -1666426.285   142399.597    87615.709   184253.214     1183.725 -2354603.411   272724.881    42591.861       27.045       55.354     7183.743       18.676      265.000   115920.000       28.000     2629.000       38.000      169.000       95.000        7.000       65.052        0.000        9.689       23.875        1.384        0.000        2.770        2.784        3.929
   79400.000 -1666967.220   142949.740    85549.123   184447.933     1153.571 -2354191.697   273124.110    42735.311       26.885       55.399     7178.410       18.795      269.000   116148.000       24.000     2650.000       39.000      163.000       97.000        7.000       69.550        0.000        8.997       21.453        0.000        0.000        2.895        2.911        4.015
   79500.000 -1667998.211   143771.264    87010.672   184448.769     1174.210 -2352512.295   268109.169    42148.852       27.010       55.408     7191.229       18.693      258.000   116180.000       26.000     2644.000       41.000      170.000       98.000        8.000       64.706        0.000       11.765       20.934        2.595        0.000        2.803        2.818        3.975
   79600.000 -1667802.697   145990.279    86362.573   185003.523     1079.669 -2354813.490   268574.750    42831.728       27.047       55.410     7152.158       18.625      274.000   116250.000       24.000     2569.000       46.000      145.000      107.000        8.000       69.377        0.000        9.689       20.934        0.000        0.000        3.018        3.032        4.156
   79700.000 -1667748.602   143301.743    86966.614   184574.427     1166.012 -2356558.914   272801.516    42682.223       26.904       55.381     7113.153       18.418      265.000   116114.000       27.000     2569.000       43.000      151.000      103.000        7.000       70.588        0.000        7.612       21.107        0.692        0.000        2.777        2.788        3.902
   79800.000 -1666713.996   141841.585    87175.735   184855.047     1154.038 -2355724.791   273984.389    43397.014       27.081       55.366     7124.301       18.267      277.000   115784.000       21.000     2644.000       39.000      170.000      101.000        7.000       64.533        0.000        8.997       25.779        0.692        0.000        2.763        2.778        3.927
   79900.000 -1668152.786   143284.124    86395.190   184729.855     1126.178 -2357337.546   273649.413    42768.114       26.842       55.378     7103.194       18.355      283.000   116154.000       20.000     2682.000       39.000      152.000      104.000        7.000       68.512        0.000        8.997       19.550        2.941        0.000        2.712        2.724        3.918
   80000.000 -1667715.366   146242.582    86517.352   184326.760     1150.559 -2356289.583   270336.963    43378.679       26.909       55.409     7146.455       18.544      270.000   116344.000       19.000     2660.000       38.000      163.000      106.000        7.000       67.128        0.000        9.689       21.626        1.557        0.000        2.814        2.830        4.044
   80100.000 -1666373.749   143342.314    86840.432   184811.954     1061.447 -2354820.131   272390.235    42521.166       26.989       55.406     7165.210       18.698      280.000   115932.000       28.000     2635.000       46.000      185.000       97.000        7.000       67.474        0.000       12.457       18.166        0.692        1.211        2.714        2.727        3.950
   80200.000 -1668010.280   145777.388    86956.316   184906.880     1198.276 -2357110.017   270260.877    42886.676       27.013       55.404     7237.903       18.880      260.000   116306.000       24.000     2602.000       35.000      187.000      103.000        7.000       68.685        0.000       11.073       20.242        0.000        0.000        2.966        2.981        4.183
   80300.000 -1667642.213   142420.298    86421.831   184075.271     1103.418 -2353835.424   272172.394    42078.254       26.987       55.358     7231.776       18.767      273.000   115898.000       24.000     2652.000       23.000      173.000       99.000        7.000       64.533        0.000        9.689       24.394        1.384        0.000        2.782        2.795        3.954
   80400.000 -1667297.113   142123.480    86301.740   184598.441     1140.488 -2353498.341   272037.079    42069.496       27.083       55.359     7133.228       18.679      254.000   116030.000       24.000     2600.000       32.000      177.000       94.000        7.000       68.166        0.000        9.689       22.145        0.000        0.000        2.830        2.844        3.837
   80500.000 -1666393.573   144644.741    86536.483   184492.742     1072.285 -2353099.587   269959.763    42983.598       27.159       55.401     7174.815       18.795      272.000   115624.000       22.000     2565.000       37.000      169.000       91.000        7.000       70.069        0.000        8.304       19.204        2.422        0.000        2.902        2.913        3.962
   80600.000 -1666139.734   139255.845    85919.103   185154.149     1076.391 -2354396.237   276851.015    42764.008       26.935       55.359     7058.011       18.532      266.000   116118.000       20.000     2627.000       42.000      167.000       92.000        7.000       70.934        0.000        8.997       19.377        0.692        0.000        2.838        2.849        3.933
   80700.000 -1667554.861   142639.800    87117.160   184784.899     1139.295 -2356920.959   273684.944    43105.750       26.964       55.375     7105.838       18.625      265.000   116418.000       23.000     2573.000       35.000      179.000       97.000        7.000       70.242        0.000        6.920       22.145        0.692        0.000        2.754        2.763        3.830
   80800.000 -1665976.567   145044.917    87184.977   184245.569     1149.101 -2352798.064   269196.933    42669.848       26.961       55.400     7191.300       18.630      274.000   115766.000       23.000     2640.000       39.000      172.000       95.000        8.000       67.301        0.000        8.304       22.837        1.557        0.000        2.613        2.625        3.767
   80900.000 -1667802.865   144521.216    86791.126   184837.613     1089.088 -2358921.826   273879.917    43522.317       27.014       55.327     7176.167       18.634      266.000   116090.000       21.000     2637.000       39.000      158.000       94.000        7.000       68.166        0.000       11.765       20.069        0.000        0.000        2.613        2.629        3.765
   81000.000 -1667120.886   143429.368    87554.628   184839.242     1147.126 -2357185.357   273094.106    42363.599       27.072       55.418     7205.749       18.596      271.000   115802.000       28.000     2580.000       42.000      172.000       92.000        8.000       69.031        0.000        8.304       21.972        0.692        0.000        2.927        2.935        3.872
   81100.000 -1665535.160   143218.712    86367.008   185001.775     1168.930 -2353731.112   272439.527    42625.197       27.096       55.401     7043.538       18.708      277.000   115942.000       24.000     2568.000       41.000      138.000       91.000        7.000       66.263        0.000       11.765       20.415        1.557        0.000        2.767        2.782        3.780
   81200.000 -1666244.743   144072.112    86305.184   184275.429     1084.951 -2352772.300   270789.880    42387.269       27.062       55.400     7156.500       18.437      255.000   115798.000       23.000     2530.000       36.000      147.000       95.000        7.000       67.128        0.000        8.997       23.183        0.692        0.000        2.874        2.887        3.980
   81300.000 -1666933.241   145013.389    87302.581   184483.663     1110.640 -2357568.498   272724.984    42760.750       26.965       55.432     7086.138       18.635      273.000   115930.000       28.000     2584.000       33.000      151.000       99.000        7.000       69.204        0.000       11.765       19.031        0.000        0.000        2.843        2.856        3.867
   81400.000 -1665658.071   144310.057    86490.525   184163.087     1148.359 -2352089.280   270319.181    41570.347       26.960       55.411     7174.559       18.781      276.000   115930.000       27.000     2644.000       31.000      128.000       84.000        8.000       68.339        0.000       11.765       19.896        0.000        0.000        2.798        2.812        3.968
   81500.000 -1668195.494   143744.775    86785.785   184386.651     1135.912 -2353985.975   269737.357    42963.901       26.965       55.401     7143.158       18.502      270.000   116040.000       25.000     2635.000       32.000      159.000       86.000        8.000       65.571        0.000       11.765       21.799        0.865        0.000        2.772        2.786        3.912
   81600.000 -1667762.899   143086.046    85969.766   183801.000     1162.564 -2354421.514   272639.240    43138.822       26.930       55.385     7127.893       18.718      245.000   116298.000       26.000     2643.000       34.000      154.000       94.000        8.000       68.339        0.000       10.381       20.588        0.692        0.000        2.857        2.866        3.957
   81700.000 -1665971.000   143007.631    85800.026   184291.787     1120.027 -2352344.640   272154.169    42320.327       27.077       55.413     7071.246       18.750      265.000   115976.000       24.000     2668.000       32.000      163.000       88.000        8.000       66.263        0.000       11.765       20.588        1.384        0.000        2.981        2.992        4.041
   81800.000 -1666101.772   143540.949    87006.834   184967.042     1148.655 -2354524.448   271759.195    42969.376       27.097       55.390     7131.867       18.699      265.000   115990.000       25.000     2671.000       34.000      155.000       84.000        7.000       66.609        0.000       11.765       21.626        0.000        0.000        2.812        2.822        3.822
   81900.000 -1668332.043   142958.180    85598.483   184740.708     1146.069 -2356507.313   273731.829    43204.940       27.141       55.366     7148.673       18.606      276.000   116042.000       29.000     2696.000       24.000      151.000       90.000        8.000       67.301        0.000       11.073       19.550        2.076        0.000        2.945        2.964        3.968
   82000.000 -1664918.279   143501.387    86206.905   184833.697     1131.439 -2351158.659   270566.952    42978.258       27.016       55.428     7039.160       18.673      270.000   116062.000       22.000     2646.000       32.000      138.000       89.000        7.000       68.512        0.000       11.073       20.415        0.000        0.000        2.880        2.898        3.865
   82100.000 -1667571.142   143224.693    87199.800   184649.961     1158.975 -2357276.590   273472.018    43198.611       27.018       55.337     7149.713       18.673      280.000   116144.000       23.000     2718.000       30.000      169.000       84.000        7.000       68.858        0.000        8.997       20.761        1.384        0.000        2.800        2.813        3.842
   82200.000 -1667474.008   142742.159    86978.285   184810.205     1078.451 -2356556.779   273473.670    42928.970       27.105       55.392     7087.410       18.834      271.000   116112.000       20.000     2698.000       34.000      143.000       90.000        7.000       67.128        0.000       11.073       20.242        1.557        0.000        2.929        2.946        3.963
   82300.000 -1666464.085   144192.757    86587.783   184337.897     1106.799 -2349907.259   267217.937    42163.422       27.006       55.360     7043.726       18.668      267.000   115882.000       25.000     2655.000       34.000      176.000       89.000        7.000       66.436        0.000        9.689       22.318        1.557        0.000        2.917        2.932        3.901
   82400.000 -1666369.788   144179.694    86735.242   184571.831     1081.953 -2355015.064   272076.557    42334.577       27.059       55.376     7059.763       18.970      270.000   116018.000       23.000     2657.000       25.000      182.000       89.000        7.000       68.858        0.000        8.997       20.761        1.384        0.000        2.919        2.935        3.909
   82500.000 -1666010.902   141634.422    85618.758   184853.521     1089.299 -2355813.188   276606.287    43046.228       27.074       55.360     6997.842       18.935      267.000   115986.000       23.000     2579.000       33.000      152.000       92.000        7.000       65.052        0.000       11.073       20.761        3.114        0.000        2.738        2.753        3.762
   82600.000 -1668032.167   144798.130    86477.296   184894.137     1098.273 -2354425.972   269125.969    41797.608       27.083       55.390     7230.724       18.911      259.000   116178.000       21.000     2577.000       33.000      141.000       90.000        7.000       67.993        0.000       12.457       18.685        0.865        0.000        2.894        2.910        3.944
   82700.000 -1665577.545   143132.931    87297.596   184677.912     1147.063 -2352986.587   271153.539    42552.944       27.017       55.427     7073.948       18.711      260.000   115982.000       18.000     2642.000       28.000      160.000       92.000        7.000       67.474        0.000        9.689       21.280        1.557        0.000        2.665        2.683        3.684
   82800.000 -1666420.935   142107.302    86918.315   184779.927     1142.920 -2355935.908   274566.508    42789.502       27.024       55.384     7124.455       18.868      273.000   115860.000       23.000     2620.000       37.000      162.000       91.000        8.000       69.377        0.000        7.612       21.453        1.557        0.000        2.412        2.429        3.566
   82900.000 -1665994.934   140925.460    86979.725   184913.961     1043.992 -2354293.768   274435.696    43163.137       27.023       55.350     7069.811       18.841      256.000   115864.000       31.000     2683.000       43.000      164.000       88.000        8.000       67.820        0.000        8.997       20.934        2.249        0.000        2.798        2.813        3.781
   83000.000 -1665824.483   142449.896    86705.645   185348.660     1111.053 -2352484.965   271045.227    42266.639       27.052       55.431     7143.848       19.104      265.000   116004.000       22.000     2599.000       29.000      157.000       89.000        7.000       63.495        0.000       13.841       21.972        0.692        0.000        3.153        3.171        4.152
   83100.000 -1665780.070   141390.074    86279.326   185045.454     1076.916 -2352660.774   273088.934    42863.137       27.080       55.410     7115.715       19.053      260.000   116038.000       23.000     2643.000       28.000      158.000       89.000        7.000       67.820        0.000       11.765       20.415        0.000        0.000        2.767        2.783        3.893
   83200.000 -1666219.512   143208.760    85072.099   185284.846     1126.819 -2351890.948   270978.912    43330.713       27.196       55.407     7153.721       18.906      267.000   115956.000       19.000     2616.000       38.000      155.000       88.000        8.000       67.301        0.000       11.765       19.550        1.384        0.000        2.758        2.777        3.839
   83300.000 -1666021.789   142449.201    86416.966   185743.122     1133.314 -2354486.856   272722.463    42354.414       27.213       55.369     7098.048       19.036      260.000   116056.000       16.000     2648.000       29.000      155.000       98.000        8.000       69.031        0.000        8.304       21.972        0.692        0.000        2.733        2.746        3.778
   83400.000 -1667843.164   142783.722    86495.617   184908.404     1093.303 -2357930.286   274806.077    42373.843       27.177       55.375     7105.859       18.973      275.000   116234.000       21.000     2564.000       29.000      159.000       88.000        8.000       66.090        0.000       10.381       23.529        0.000        0.000        2.684        2.702        3.764
   83500.000 -1666542.158   143202.846    86567.950   184427.470     1084.627 -2353489.201   271664.150    42791.163       27.147       55.394     7084.228       19.023      276.000   116150.000       17.000     2581.000       22.000      171.000       85.000        7.000       65.398        0.000       13.841       19.377        1.384        0.000        2.641        2.661        3.756
   83600.000 -1667549.541   142861.488    86861.153   184453.272     1122.085 -2357415.282   274567.742    43269.935       27.198       55.378     7178.079       18.858      264.000   115988.000       18.000     2587.000       41.000      164.000      100.000        8.000       66.090        0.000       11.073       21.799        1.038        0.000        2.592        2.610        3.771
   83700.000 -1668291.566   139343.996    86028.120   185422.402     1074.078 -2355799.762   275639.598    42801.765       27.045       55.308     7222.909       18.974      278.000   116410.000       20.000     2668.000       35.000      152.000       95.000        7.000       63.495        0.000       13.841       22.664        0.000        0.000        2.764        2.779        3.877
   83800.000 -1667968.006   143437.482    86284.448   185151.210     1062.730 -2355268.512   271364.637    42308.098       27.149       55.420     7108.485       18.998      271.000   116072.000       19.000     2611.000       35.000      146.000       99.000        7.000       65.225        0.000       10.381       23.010        1.384        0.000        2.672        2.686        3.837
   83900.000 -1665615.011   141978.809    86469.950   185185.082     1114.098 -2354060.892   273697.942    43156.975       27.097       55.361     7103.815       18.939      276.000   116030.000       23.000     2518.000       29.000      151.000       96.000        7.000       67.647        0.000       10.381       21.280        0.692        0.000        2.631        2.652        3.779
   84000.000 -1665226.152   141888.762    86525.196   185289.924     1111.549 -2355931.018   275889.435    43154.963       27.156       55.352     7127.109       18.862      263.000   115942.000       23.000     2605.000       23.000      159.000       97.000        7.000       69.723        0.000        8.304       21.972        0.000        0.000        2.845        2.857        3.817
   84100.000 -1665786.548   142368.376    86068.543   184986.360     1191.606 -2355681.795   275280.361    41840.530       27.180       55.370     7068.869       18.923      268.000   116084.000       22.000     2609.000       28.000      172.000      100.000        7.000       67.128        0.000       11.073       20.242        1.557        0.000        2.707        2.719        3.788
   84200.000 -1666386.558   142593.872    86816.257   184752.006     1090.854 -2353539.755   271900.207    43077.180       27.050       55.376     7108.927       19.131      260.000   115942.000       25.000     2646.000       34.000      187.000       97.000        7.000       65.744        0.000       10.381       20.934        2.941        0.000        2.736        2.754        3.955
