	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   15700.000 -1613073.247   142997.987    86079.500   185523.030     1126.579 -2295497.460   266697.117    42082.975       27.762       55.421     7031.163       18.417      259.000   116258.000       38.000     2665.000       36.000      168.000       77.000        0.000       67.128        0.000        8.997       21.453        2.422        0.000        3.198        3.209        3.867
   15800.000 -1614199.580   143822.292    87109.530   185328.341     1098.727 -2298585.147   267026.678    42963.032       27.623       55.417     7080.848       18.510      271.000   116602.000       37.000     2679.000       34.000      164.000       81.000        0.000       61.938        0.000       11.073       23.529        3.460        0.000        3.147        3.155        3.745
   15900.000 -1613683.994   141929.326    86979.920   185497.484     1128.854 -2297570.000   268350.422    42627.642       27.686       55.402     7053.557       18.482      275.000   116470.000       33.000     2650.000       34.000      183.000       86.000        0.000       65.398        0.000       10.381       20.242        3.979        0.000        3.108        3.118        3.687
   16000.000 -1616039.236   142857.769    85841.885   184768.959     1198.426 -2298333.037   267626.763    43428.963       27.820       55.437     7096.264       18.522      259.000   116538.000       32.000     2662.000       35.000      169.000       85.000        0.000       65.225        0.000        8.997       21.972        3.806        0.000        3.142        3.147        3.792
   16100.000 -1613843.486   141368.813    86398.285   185656.661     1165.791 -2298080.725   269647.688    43098.626       27.660       55.428     7123.608       18.697      264.000   116670.000       29.000     2652.000       38.000      170.000       83.000        0.000       68.166        0.000        7.612       21.453        2.768        0.000        3.049        3.052        3.706
   16200.000 -1612383.674   141571.976    88096.050   185126.962     1131.925 -2294785.789   266475.202    42017.247       27.809       55.376     7131.343       18.831      257.000   116096.000       29.000     2598.000       40.000      158.000       77.000        0.000       66.436        0.000        9.689       22.145        1.730        0.000        3.223        3.234        3.872
   16300.000 -1612593.516   142100.761    86453.511   184928.088     1119.605 -2296459.378   269263.896    44183.080       27.746       55.437     7068.772       18.744      269.000   116312.000       30.000     2725.000       37.000      154.000       76.000        0.000       65.571        0.000        6.920       24.394        3.114        0.000        3.296        3.308        3.855
   16400.000 -1615957.686   144354.586    85999.738   185381.975     1124.541 -2297863.574   265045.048    42655.750       27.621       55.428     7086.484       19.125      274.000   116356.000       30.000     2792.000       44.000      186.000       82.000        0.000       64.879        0.000       12.457       21.799        0.865        0.000        3.338        3.350        3.939
   16500.000 -1612827.762   142129.129    86785.305   185030.866     1126.751 -2294518.058   266618.246    43061.953       27.811       55.381     7181.490       18.980      277.000   116214.000       33.000     2645.000       42.000      180.000       76.000        0.000       66.782        0.000        8.304       21.972        2.941        0.000        3.273        3.283        3.873
   16600.000 -1615206.839   144313.275    86681.836   185019.964     1137.725 -2299602.275   267242.637    42607.693       27.872       55.428     7282.093       18.740      263.000   116208.000       36.000     2626.000       44.000      159.000       79.000        0.000       66.782        0.000        8.304       23.183        1.730        0.000        3.336        3.347        3.845
   16700.000 -1614021.936   145169.077    85953.278   185429.653     1079.304 -2296193.643   264540.395    42435.794       27.866       55.446     7283.289       19.056      274.000   116474.000       30.000     2659.000       48.000      165.000       80.000        0.000       67.647        0.000       10.381       19.550        2.422        0.000        3.417        3.432        3.991
   16800.000 -1613475.364   143532.290    86415.360   185657.865     1077.127 -2296161.855   266003.849    43125.047       27.849       55.441     7316.994       18.985      269.000   116232.000       32.000     2709.000       36.000      188.000       90.000        0.000       62.976        0.000       13.149       20.069        3.806        0.000        3.306        3.313        3.857
   16900.000 -1616401.731   142737.722    86365.658   184734.939     1076.660 -2296527.636   265210.926    43164.737       27.742       55.421     7323.583       18.873      270.000   116664.000       31.000     2686.000       38.000      188.000       76.000        0.000       64.706        0.692        9.689       19.550        5.363        0.000        3.240        3.250        3.826
   17000.000 -1613836.027   143401.847    86466.062   185016.364     1144.259 -2295197.984   265333.424    42059.365       27.733       55.428     7396.404       19.145      279.000   116324.000       31.000     2644.000       39.000      164.000       76.000        0.000       65.225        0.000       10.381       21.107        3.287        0.000        3.395        3.405        4.025
   17100.000 -1615837.411   143943.761    86477.065   185436.455     1150.162 -2295199.988   262355.135    41853.499       27.686       55.385     7205.692       18.616      271.000   116364.000       27.000     2782.000       35.000      180.000       78.000        0.000       65.744        0.000       11.073       20.761        2.422        0.000        3.267        3.279        3.872
   17200.000 -1615127.322   143013.968    86484.545   184850.614     1231.608 -2297177.423   266469.366    43082.322       27.805       55.450     7228.122       18.742      266.000   116464.000       30.000     2773.000       31.000      174.000       85.000        0.000       62.803        0.000       17.301       19.204        0.692        0.000        3.475        3.490        4.076
   17300.000 -1613301.484   142244.945    87084.705   184985.818     1123.323 -2295169.851   266429.577    41858.545       27.912       55.403     7281.993       18.503      269.000   116276.000       36.000     2706.000       33.000      179.000       80.000        0.000       65.917        0.000       15.917       17.474        0.692        0.000        3.444        3.456        4.037
   17400.000 -1614339.278   144714.047    85170.845   185643.925     1180.216 -2295731.599   264683.288    42664.711       27.891       55.419     7331.227       18.730      266.000   116016.000       32.000     2657.000       37.000      177.000       87.000        0.000       64.360        0.000       13.149       20.761        1.730        0.000        3.588        3.597        4.102
   17500.000 -1614120.783   141110.390    86463.445   185554.857     1058.468 -2296359.688   268051.745    42765.731       27.758       55.397     7245.838       18.866      266.000   116270.000       33.000     2734.000       31.000      174.000       84.000        0.000       63.495        0.000       11.073       23.010        2.422        0.000        3.726        3.740        4.202
   17600.000 -1612037.036   141486.262    87612.552   184857.614     1167.563 -2296095.518   268934.491    43531.994       27.715       55.399     7312.555       18.869      252.000   116254.000       39.000     2757.000       38.000      168.000       90.000        0.000       63.149        0.000       11.073       23.529        2.249        0.000        3.658        3.670        4.132
   17700.000 -1614343.996   142434.660    86478.559   185422.569     1272.087 -2295521.474   265569.603    42814.128       27.627       55.402     7266.435       18.672      267.000   116242.000       38.000     2666.000       31.000      159.000       86.000        0.000       66.263        0.000       10.381       21.972        1.384        0.000        3.733        3.747        4.185
   17800.000 -1613241.444   145610.903    86819.100   185300.107     1139.227 -2295356.764   263245.983    43322.846       27.565       55.445     7314.242       18.531      273.000   116166.000       39.000     2741.000       35.000      179.000       87.000        0.000       67.128        0.000        7.612       20.934        4.325        0.000        3.485        3.497        3.993
   17900.000 -1613677.136   146195.718    85395.552   184890.095     1090.472 -2294682.686   263433.713    42230.427       27.662       55.404     7328.337       18.749      265.000   116606.000       36.000     2754.000       33.000      170.000       91.000        0.000       61.592        0.000       11.765       22.318        4.325        0.000        3.569        3.585        4.041
   18000.000 -1613720.252   143963.265    86455.177   185046.533     1134.853 -2296731.144   266411.064    43395.449       27.693       55.426     7364.134       18.849      271.000   116076.000       32.000     2679.000       30.000      163.000       90.000        0.000       66.263        0.000       10.381       20.415        2.941        0.000        3.598        3.616        4.099
   18100.000 -1613922.167   143290.954    86368.528   185171.202     1138.182 -2294137.876   264246.844    42991.741       27.688       55.410     7383.753       18.987      268.000   116216.000       30.000     2688.000       34.000      186.000       93.000        0.000       67.128        0.000        8.997       21.453        2.422        0.000        3.468        3.484        4.005
   18200.000 -1614915.213   144797.097    86710.770   185084.613     1048.910 -2293105.899   260549.295    43090.150       27.727       55.424     7408.365       19.045      262.000   116072.000       30.000     2630.000       35.000      173.000       86.000        0.000       65.917        0.000       10.381       22.837        0.865        0.000        3.763        3.773        4.224
   18300.000 -1615014.879   143587.299    86901.733   185141.576     1116.925 -2299017.950   267255.538    42571.510       27.738       55.403     7291.301       18.623      269.000   116550.000       33.000     2615.000       31.000      163.000       84.000        0.000       66.090        0.000       11.073       21.107        1.730        0.000        3.748        3.758        4.244
   18400.000 -1613695.624   142197.541    86264.708   185528.927     1120.467 -2296199.593   267392.325    44060.058       27.856       55.389     7316.366       18.737      268.000   116360.000       34.000     2642.000       35.000      194.000       82.000        0.000       63.149        0.000       13.841       19.723        3.287        0.000        4.068        4.077        4.487
   18500.000 -1614404.293   144047.784    86899.882   185043.930     1085.614 -2296458.612   264977.109    43094.748       28.050       55.452     7205.576       18.317      273.000   116600.000       32.000     2580.000       37.000      166.000       81.000        0.000       63.668        0.000       11.073       22.837        2.422        0.000        4.164        4.173        4.640
   18600.000 -1613039.737   141747.561    87239.308   185439.392     1211.419 -2298555.318   269877.900    43044.288       27.860       55.382     7307.227       18.711      279.000   116650.000       36.000     2637.000       30.000      159.000       83.000        0.000       64.706        0.000        8.304       23.010        3.979        0.000        4.119        4.133        4.606
   18700.000 -1615406.538   141369.745    86676.699   185563.928     1201.850 -2297101.430   266882.669    42601.658       27.693       55.373     7198.226       18.400      262.000   116306.000       35.000     2682.000       36.000      177.000       93.000        0.000       65.571        0.000        8.304       23.702        2.422        0.000        3.742        3.759        4.173
   18800.000 -1614254.774   142858.622    86941.047   185280.911     1130.555 -2296784.887   266318.979    41624.536       27.727       55.416     7308.509       18.683      260.000   116062.000       31.000     2686.000       39.000      168.000       89.000        0.000       64.187        0.000       12.457       21.799        1.557        0.000        3.610        3.625        4.117
   18900.000 -1614411.621   145094.191    87074.390   184992.979     1103.309 -2297694.075   265017.585    43844.118       27.715       55.463     7339.044       18.715      271.000   116376.000       36.000     2692.000       37.000      170.000       87.000        0.000       64.187        0.000       12.457       20.934        2.422        0.000        3.591        3.606        4.091
   19000.000 -1613765.166   142193.290    85867.131   185299.721     1139.973 -2297640.941   269375.660    43761.846       27.750       55.383     7285.091       18.621      272.000   116114.000       27.000     2702.000       31.000      173.000       82.000        0.000       64.706        0.000        9.689       22.318        3.287        0.000        3.501        3.513        4.034
   19100.000 -1614795.382   145674.956    86115.242   184971.344     1109.348 -2298025.111   265358.839    42613.633       27.706       55.421     7247.248       18.825      251.000   116416.000       30.000     2686.000       43.000      166.000       89.000        0.000       64.187        0.692       11.765       20.069        3.287        0.000        3.676        3.690        4.180
   19200.000 -1614046.358   145271.822    87548.744   185012.549     1048.946 -2295032.914   262104.495    44083.182       27.762       55.411     7317.340       19.181      268.000   116336.000       33.000     2654.000       28.000      199.000       81.000        0.000       64.706        0.000       11.073       21.107        3.114        0.000        3.478        3.493        4.040
   19300.000 -1614174.043   143651.844    86823.865   185856.095     1170.948 -2295173.280   263496.484    42084.256       27.833       55.435     7272.690       18.964      262.000   116502.000       33.000     2738.000       34.000      192.000       85.000        0.000       60.381        0.000       11.765       25.606        2.249        0.000        3.946        3.954        4.435
   19400.000 -1612623.977   142751.844    87266.057   185586.969     1106.957 -2295956.252   266620.449    42862.884       27.664       55.425     7271.028       18.969      264.000   116198.000       35.000     2704.000       39.000      164.000       87.000        0.000       63.322        0.000       10.381       23.183        3.114        0.000        4.014        4.021        4.458
   19500.000 -1613932.790   143897.382    86407.063   184777.949     1139.189 -2294453.926   264299.553    43674.108       27.762       55.439     7266.216       19.064      271.000   116412.000       24.000     2701.000       38.000      175.000       84.000        0.000       63.149        0.000       11.765       22.837        2.249        0.000        3.622        3.631        4.125
   19600.000 -1613422.557   143042.102    86793.530   185476.668     1134.969 -2295391.978   265522.152    42303.470       27.726       55.449     7239.859       18.863      270.000   116102.000       28.000     2600.000       27.000      178.000       80.000        0.000       65.398        0.000       11.073       22.837        0.692        0.000        3.687        3.699        4.172
   19700.000 -1615006.598   142402.761    86788.653   184999.892     1126.062 -2295751.119   265427.153    42364.318       27.767       55.392     7288.466       19.032      266.000   116112.000       27.000     2712.000       38.000      198.000       76.000        0.000       63.495        0.000        9.689       22.837        3.979        0.000        3.602        3.616        4.114
   19800.000 -1612624.028   143285.568    85962.806   185372.844     1208.093 -2295487.094   267033.755    42748.542       27.655       55.401     7249.130       18.953      266.000   116136.000       29.000     2750.000       35.000      176.000       83.000        0.000       62.976        0.000       11.765       22.318        2.941        0.000        3.341        3.354        3.862
   19900.000 -1613757.222   141195.903    86108.336   185793.083     1106.301 -2297743.019   269782.174    42207.661       27.694       55.409     7345.832       19.026      270.000   116162.000       28.000     2760.000       39.000      170.000       82.000        0.000       63.668        0.000       12.457       19.896        3.979        0.000        3.700        3.710        4.169
   20000.000 -1613111.839   144302.190    86179.014   185370.040     1099.651 -2293530.525   263467.790    42707.413       27.763       55.423     7241.161       18.936      269.000   116366.000       31.000     2727.000       48.000      178.000       90.000        0.000       66.955        0.000        8.997       22.318        1.730        0.000        3.685        3.696        4.139
   20100.000 -1613042.669   144185.479    85909.049   185572.742     1212.464 -2293427.000   263504.597    42883.576       27.754       55.449     7218.995       19.007      260.000   116458.000       26.000     2616.000       34.000      169.000       86.000        0.000       65.571        0.000       12.457       19.550        2.422        0.000        3.563        3.575        4.086
   20200.000 -1615082.236   142681.540    86618.575   185394.663     1048.678 -2296572.472   265746.779    43627.401       27.808       55.419     7248.878       19.103      277.000   116234.000       27.000     2634.000       38.000      154.000       92.000        0.000       64.533        0.000       11.765       20.588        3.114        0.000        3.845        3.857        4.271
   20300.000 -1613520.011   143118.372    85845.381   185944.511     1087.506 -2292601.345   263085.564    43224.333       27.713       55.439     7238.577       19.108      276.000   115846.000       29.000     2638.000       33.000      144.000       86.000        0.000       63.322        0.000       13.149       21.453        2.076        0.000        3.587        3.597        4.100
   20400.000 -1615189.884   142003.302    85953.779   184672.672     1172.182 -2296515.679   267523.860    42823.791       27.748       55.429     7317.329       19.127      271.000   116204.000       28.000     2743.000       43.000      195.000       85.000        0.000       67.820        0.000        9.689       20.242        2.249        0.000        3.216        3.230        3.830
   20500.000 -1613409.876   143857.643    86292.869   185170.672     1169.209 -2293298.124   263397.854    42701.128       27.733       55.401     7326.492       19.289      274.000   116078.000       36.000     2679.000       40.000      192.000       93.000        0.000       68.512        0.000        4.844       23.702        2.941        0.000        3.338        3.351        3.904
   20600.000 -1614818.823   142390.493    85265.776   185572.707     1123.913 -2295963.123   266791.412    43016.467       27.563       55.381     7200.381       18.972      266.000   116244.000       34.000     2677.000       41.000      179.000       88.000        0.000       68.166        0.000       11.073       18.339        2.422        0.000        3.308        3.318        3.832
   20700.000 -1614906.973   143241.867    86739.345   185772.270     1130.298 -2296229.627   264438.874    43603.318       27.857       55.436     7231.794       19.055      274.000   116446.000       31.000     2683.000       37.000      172.000       87.000        0.000       65.398        0.000       11.765       20.415        2.422        0.000        3.785        3.796        4.238
   20800.000 -1614734.915   143900.423    86319.672   185698.558     1163.272 -2298416.231   266599.392    43210.976       27.687       55.394     7358.179       19.335      278.000   116404.000       31.000     2722.000       43.000      198.000       91.000        0.000       64.187        0.000        9.689       23.356        2.768        0.000        3.795        3.805        4.237
   20900.000 -1615542.252   143554.609    86857.400   185448.106     1132.343 -2298563.192   266028.483    43189.565       27.766       55.437     7371.538       19.285      274.000   116370.000       36.000     2730.000       46.000      176.000       88.000        0.000       64.533        0.000       11.765       21.280        2.422        0.000        3.289        3.305        3.848
   21000.000 -1616248.568   143615.736    85941.285   185162.190     1120.971 -2296012.158   263923.408    42588.463       27.674       55.404     7368.699       19.260      283.000   116394.000       30.000     2775.000       37.000      180.000       92.000        0.000       67.647        0.000       10.381       20.415        1.557        0.000        3.267        3.281        3.840
   21100.000 -1612790.093   141670.842    86766.392   185482.493     1069.748 -2293966.184   266186.616    43481.955       27.578       55.412     7323.582       18.779      266.000   116210.000       28.000     2761.000       38.000      190.000       90.000        0.000       61.419        0.000       15.225       19.377        3.979        0.000        3.308        3.320        3.821
   21200.000 -1614108.384   141292.273    85487.292   185231.371     1135.397 -2294648.444   267393.726    42655.529       27.675       55.398     7322.744       18.756      278.000   116402.000       29.000     2672.000       43.000      166.000       86.000        0.000       61.938        0.000       13.841       20.934        3.287        0.000        3.523        3.535        4.031
   21300.000 -1613585.573   142561.464    86126.521   185685.967     1119.445 -2293446.251   264367.280    43314.614       27.678       55.419     7372.039       19.064      262.000   116068.000       28.000     2699.000       45.000      172.000       87.000        0.000       64.014        0.000       11.073       21.972        2.941        0.000        3.512        3.525        4.080
   21400.000 -1615701.655   143008.708    86564.458   185099.255     1180.649 -2296776.034   265221.307    43046.030       27.602       55.414     7398.180       18.863      277.000   116512.000       33.000     2641.000       34.000      156.000       90.000        0.000       62.457        0.000       13.841       21.280        2.422        0.000        3.430        3.448        3.972
   21500.000 -1612218.012   141895.718    86920.442   185142.188     1200.504 -2296183.192   268806.327    43006.465       27.524       55.393     7392.447       19.325      263.000   116542.000       29.000     2665.000       47.000      183.000       98.000        0.000       63.841        0.000       12.457       20.588        3.114        0.000        3.481        3.500        4.017
   21600.000 -1616293.437   144571.773    86408.108   185516.585     1155.983 -2299891.987   265946.102    43439.976       27.491       55.423     7365.207       19.251      263.000   116418.000       30.000     2744.000       40.000      185.000       92.000        0.000       64.533        0.000       13.149       20.588        1.730        0.000        3.070        3.084        3.775
   21700.000 -1614748.983   145032.349    87181.968   184738.296     1181.174 -2295506.321   262623.551    42466.681       27.499       55.433     7325.032       19.486      270.000   116364.000       29.000     2696.000       35.000      176.000       89.000        0.000       64.360        0.000       13.841       19.377        2.422        0.000        3.118        3.134        3.801
   21800.000 -1615074.968   143659.134    86042.078   185461.015     1241.677 -2298125.540   266646.668    42763.827       27.666       55.394     7349.259       19.325      263.000   116184.000       31.000     2673.000       40.000      182.000       91.000        0.000       62.457        0.000       13.841       21.972        1.730        0.000        3.357        3.376        3.938
   21900.000 -1614292.131   142298.022    85993.830   185376.558     1151.731 -2295562.193   266449.921    43195.791       27.716       55.380     7297.372       19.084      275.000   116154.000       33.000     2668.000       32.000      148.000       97.000        0.000       64.533        0.000       10.381       22.491        2.595        0.000        3.288        3.306        3.837
   22000.000 -1612787.321   142912.457    86659.759   185353.310     1162.209 -2294926.013   266050.957    42747.701       27.778       55.425     7367.118       18.996      260.000   116220.000       26.000     2631.000       40.000      150.000       86.000        0.000       64.187        0.000       14.533       19.896        1.384        0.000        3.340        3.355        3.922
   22100.000 -1613907.680   140118.916    86652.507   185398.752     1123.321 -2296108.013   268906.837    43481.597       27.592       55.377     7354.307       18.970      253.000   116302.000       28.000     2693.000       36.000      152.000       91.000        0.000       65.917        0.000        8.997       21.626        3.460        0.000        3.345        3.365        3.930
   22200.000 -1613345.025   143643.277    87066.325   185034.443     1126.729 -2296738.985   266523.187    42697.758       27.593       55.421     7482.026       19.224      273.000   116380.000       30.000     2733.000       38.000      181.000       95.000        0.000       65.744        0.000       12.457       20.415        1.384        0.000        3.096        3.111        3.767
   22300.000 -1614864.421   144232.697    86624.428   184815.435     1151.740 -2294747.011   263058.291    42438.149       27.506       55.428     7417.416       18.981      270.000   116486.000       33.000     2712.000       44.000      153.000       92.000        0.000       66.955        0.000        9.689       19.723        3.633        0.000        3.173        3.187        3.814
   22400.000 -1615770.575   146764.837    86588.431   184818.593     1168.047 -2296811.610   261701.127    42465.404       27.527       55.432     7404.823       19.242      270.000   116392.000       34.000     2718.000       41.000      169.000       95.000        0.000       67.474        0.000       10.381       20.761        1.384        0.000        3.291        3.304        3.877
   22500.000 -1614492.156   141938.047    86650.567   185176.803     1205.030 -2296559.859   267097.256    42661.482       27.527       55.428     7475.373       19.382      250.000   116386.000       33.000     2689.000       38.000      158.000       99.000        0.000       68.858        0.000        8.304       20.588        2.249        0.000        3.147        3.165        3.828
   22600.000 -1613729.496   143904.158    86752.436   185254.925     1034.109 -2296933.570   266258.447    42405.668       27.578       55.444     7425.925       19.152      253.000   116328.000       32.000     2722.000       38.000      185.000       91.000        0.000       66.609        0.000       12.457       20.069        0.865        0.000        3.071        3.083        3.787
   22700.000 -1615525.055   143044.326    86418.260   184700.873     1091.295 -2297445.619   266665.810    43294.538       27.549       55.446     7369.539       18.971      252.000   116362.000       37.000     2679.000       37.000      161.000       87.000        0.000       63.841        0.000       11.073       22.664        2.422        0.000        3.401        3.414        4.008
   22800.000 -1614028.124   141083.587    86997.869   185146.565     1234.444 -2298801.233   270310.645    42212.629       27.503       55.427     7310.712       18.932      254.000   116128.000       30.000     2711.000       35.000      138.000       85.000        0.000       64.533        0.000       13.149       18.858        3.460        0.000        3.118        3.131        3.744
   22900.000 -1613437.632   142884.068    86067.191   184919.257     1166.071 -2295901.994   267427.774    43214.280       27.391       55.412     7408.069       18.938      265.000   116410.000       32.000     2754.000       49.000      158.000       91.000        0.000       65.398        0.000        8.997       21.972        3.633        0.000        3.111        3.126        3.887
   23000.000 -1615154.125   142332.307    86390.219   185490.352     1148.534 -2296943.146   266427.609    43293.413       27.308       55.445     7334.911       18.864      266.000   116272.000       35.000     2735.000       43.000      169.000       95.000        0.000       65.398        0.000       11.073       20.761        2.768        0.000        2.956        2.979        3.819
   23100.000 -1612553.814   143892.853    85974.126   185160.538     1125.174 -2295660.168   266953.663    42439.887       27.241       55.409     7371.503       19.126      264.000   116092.000       33.000     2771.000       37.000      156.000       91.000        0.000       64.014        0.000       12.457       21.107        2.422        0.000        2.964        2.982        3.826
   23200.000 -1613497.353   142139.845    87194.770   185501.358     1143.286 -2296798.093   267321.481    43574.348       27.420       55.423     7396.846       18.986      270.000   116390.000       32.000     2711.000       39.000      164.000       85.000        0.000       67.647        0.000        8.304       22.664        1.384        0.000        2.947        2.966        3.754
   23300.000 -1614534.491   144025.684    86729.107   185076.546     1118.821 -2295733.823   264249.174    43145.879       27.489       55.425     7371.979       19.130      258.000   116526.000       30.000     2767.000       39.000      168.000       78.000        0.000       66.955        0.000        8.304       22.318        2.422        0.000        3.324        3.339        3.959
   23400.000 -1613651.237   139477.481    86499.513   185208.212     1091.250 -2297356.281   271428.589    42525.262       27.411       55.414     7317.234       19.390      254.000   116190.000       35.000     2805.000       46.000      171.000       80.000        0.000       63.841        0.000        8.304       23.702        4.152        0.000        3.107        3.124        3.927
   23500.000 -1613906.694   144375.286    86641.203   184617.348     1082.194 -2296237.263   265614.538    43571.947       27.336       55.465     7310.457       19.434      277.000   116230.000       28.000     2710.000       40.000      164.000       85.000        0.000       65.744        0.000        8.997       22.318        2.941        0.000        3.257        3.281        4.003
   23600.000 -1614026.381   143150.640    86314.765   184784.214     1136.363 -2293889.838   264477.475    42623.247       27.442       55.419     7240.727       19.268      263.000   115916.000       35.000     2607.000       36.000      154.000       79.000        0.000       67.474        0.000        8.304       21.626        2.595        0.000        3.175        3.198        3.918
   23700.000 -1616032.608   144304.498    86290.580   184932.318     1077.512 -2299764.949   267127.434    43626.364       27.379       55.437     7241.365       19.197      265.000   116346.000       28.000     2660.000       37.000      161.000       86.000        0.000       65.744        0.000        6.920       23.183        4.152        0.000        3.040        3.060        3.804
   23800.000 -1615057.258   143486.407    86252.422   184889.288     1156.609 -2296179.495   265337.510    43239.248       27.413       55.384     7175.720       19.207      263.000   116410.000       27.000     2627.000       40.000      183.000       81.000        0.000       67.128        0.000        9.689       20.761        2.422        0.000        3.211        3.228        4.020
   23900.000 -1615576.476   143311.474    86718.927   185117.881     1213.270 -2298598.911   266660.883    42884.735       27.598       55.388     7259.239       19.159      278.000   116516.000       23.000     2620.000       32.000      158.000       81.000        0.000       65.052        0.000       10.381       22.145        2.422        0.000        3.484        3.500        4.203
   24000.000 -1615233.085   141697.659    86768.935   185528.095     1127.754 -2297573.354   267217.826    42459.649       27.588       55.395     7274.982       19.367      266.000   116496.000       30.000     2727.000       36.000      179.000       83.000        0.000       65.571        0.000       10.381       21.453        2.595        0.000        3.385        3.404        4.019
   24100.000 -1615564.196   145784.732    87224.822   185151.308     1122.547 -2299347.710   264500.105    43912.538       27.681       55.412     7236.765       18.881      253.000   116442.000       23.000     2668.000       32.000      156.000       82.000        0.000       65.917        0.000       12.457       20.242        1.384        0.000        3.445        3.459        4.058
   24200.000 -1613758.010   142055.846    87092.222   185625.006     1138.572 -2298560.107   268890.449    43478.168       27.710       55.388     7223.810       18.678      256.000   116390.000       30.000     2725.000       33.000      151.000       83.000        0.000       63.668        0.000       13.149       21.626        1.557        0.000        3.451        3.464        4.042
   24300.000 -1613833.568   146437.050    86361.876   185248.771     1171.437 -2297494.486   264441.784    42948.930       27.715       55.435     7232.326       18.983      285.000   116430.000       25.000     2697.000       36.000      161.000       88.000        0.000       62.976        0.000       13.149       22.491        1.384        0.000        3.129        3.147        3.871
   24400.000 -1614155.493   141955.502    86692.969   185075.565     1098.889 -2294445.397   265466.979    42634.493       27.648       55.433     7167.343       18.422      275.000   116016.000       31.000     2738.000       39.000      161.000       93.000        0.000       64.533        0.000        8.997       24.048        2.422        0.000        3.270        3.285        3.952
   24500.000 -1614323.476   143707.594    86556.736   184901.146     1159.849 -2296236.402   265587.601    42872.047       27.707       55.403     7156.544       18.775      265.000   116248.000       31.000     2732.000       37.000      149.000       83.000        0.000       63.149        0.000        7.612       24.913        4.325        0.000        3.053        3.071        3.771
   24600.000 -1612193.146   140977.147    87262.897   185570.464     1159.377 -2296342.196   269179.165    43372.993       27.621       55.396     7194.381       18.799      257.000   116162.000       30.000     2800.000       40.000      177.000       93.000        0.000       64.360        0.000        9.689       22.837        3.114        0.000        3.321        3.341        4.046
   24700.000 -1614259.781   145267.069    86001.848   185266.876     1220.695 -2297121.744   265105.475    42739.900       27.587       55.400     7240.177       18.830      270.000   116306.000       32.000     2774.000       34.000      187.000       97.000        0.000       64.014        0.692       10.381       22.318        2.595        0.000        3.144        3.163        3.922
   24800.000 -1613111.799   144463.253    86034.075   185366.178     1101.375 -2294656.867   264580.188    43085.585       27.605       55.430     7181.214       19.095      260.000   116210.000       26.000     2749.000       34.000      165.000       93.000        0.000       65.225        0.000        8.997       24.394        1.384        0.000        3.058        3.078        3.856
   24900.000 -1614866.072   143432.437    86726.554   185610.310     1070.065 -2299189.057   267483.619    43307.546       27.701       55.419     7168.895       19.038      274.000   116408.000       30.000     2698.000       31.000      146.000       96.000        0.000       63.322        0.000       11.073       22.837        2.768        0.000        2.946        2.966        3.787
   25000.000 -1613096.209   145942.338    86436.867   185032.326     1186.137 -2294499.254   262805.376    43331.646       27.689       55.411     7145.382       19.003      259.000   116062.000       26.000     2634.000       32.000      157.000       94.000        0.000       67.474        0.000        6.228       22.491        3.806        0.000        3.119        3.138        3.861
   25100.000 -1614232.343   142110.241    87265.191   185342.114     1161.620 -2299150.029   269038.520    42388.387       27.834       55.428     7206.747       18.956      272.000   116412.000       26.000     2704.000       37.000      148.000       90.000        0.000       66.090        0.000       11.765       20.069        2.076        0.000        3.507        3.519        4.131
   25200.000 -1614188.630   143300.119    87673.811   185544.481     1156.243 -2299815.335   267952.052    43357.149       27.767       55.396     7201.481       19.068      268.000   116568.000       29.000     2782.000       36.000      174.000       96.000        0.000       63.322        0.000       13.149       21.972        1.557        0.000        3.381        3.394        4.075
   25300.000 -1614202.972   143818.129    86648.664   185355.999     1060.704 -2295532.701   264446.233    42332.116       27.771       55.390     7213.601       19.034      262.000   116192.000       31.000     2718.000       41.000      159.000       87.000        0.000       69.377        0.000        5.536       22.145        2.941        0.000        3.725        3.735        4.266
   25400.000 -1615181.808   145445.999    86483.491   184599.930     1109.828 -2295776.134   262955.078    42309.422       27.546       55.434     7249.958       19.040      274.000   116090.000       33.000     2669.000       37.000      157.000       86.000        0.000       64.360        0.000       10.381       21.972        3.287        0.000        2.970        2.987        3.821
   25500.000 -1613126.984   144775.279    86398.896   185214.500     1101.096 -2294502.897   263886.141    42933.893       27.629       55.404     7242.767       19.341      282.000   115892.000       29.000     2719.000       39.000      169.000       84.000        0.000       66.609        0.000       11.765       20.934        0.692        0.000        3.148        3.164        3.991
   25600.000 -1615810.559   143571.115    86339.175   185425.721     1071.058 -2297941.492   265723.865    42915.391       27.626       55.431     7190.254       19.092      268.000   116736.000       29.000     2670.000       36.000      142.000       76.000        0.000       65.917        0.000       12.457       19.896        1.730        0.000        3.166        3.185        4.043
