	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   80400.000 -1613922.960   145407.602    86728.665   185062.434     1125.389 -2296448.585   264201.536    43045.847       27.606       55.483     6848.134       17.881      252.000   116628.000       41.000     2640.000       34.000      159.000      117.000        0.000       65.744        0.000        8.997       23.183        2.076        0.000        3.472        3.482        4.065
   80500.000 -1614767.186   142985.284    87500.688   184360.598     1190.415 -2298975.451   268171.279    44926.686       27.536       55.432     6941.748       17.957      252.000   116552.000       44.000     2751.000       38.000      160.000      111.000        0.000       64.706        0.000       11.073       22.837        1.384        0.000        3.383        3.398        4.004
   80600.000 -1615512.551   145138.349    87026.702   185203.963     1114.332 -2299351.118   265355.222    43340.992       27.567       55.473     6939.912       17.815      255.000   116600.000       45.000     2699.000       37.000      156.000      107.000        0.000       67.301        0.000        8.304       21.799        2.595        0.000        3.171        3.184        3.866
   80700.000 -1613983.505   143508.308    87235.587   184725.400     1157.756 -2296408.720   265798.165    43186.354       27.488       55.456     7024.137       18.119      262.000   116282.000       40.000     2670.000       49.000      184.000      107.000        0.000       64.533        0.000        9.689       24.913        0.865        0.000        3.552        3.563        4.148
   80800.000 -1614186.652   142143.897    86778.347   185176.006     1129.016 -2297788.296   268374.378    43899.478       27.669       55.450     6980.478       17.811      274.000   116534.000       40.000     2608.000       36.000      151.000      106.000        0.000       64.879        0.000        8.304       24.567        2.249        0.000        3.571        3.582        4.166
   80900.000 -1614054.357   144942.110    86509.315   184961.539     1159.741 -2296428.077   264801.015    43442.056       27.585       55.455     6938.938       17.879      259.000   116534.000       41.000     2715.000       37.000      159.000      115.000        0.000       64.706        0.000        9.689       23.356        2.249        0.000        3.463        3.473        4.128
   81000.000 -1613621.307   144365.000    86884.625   184858.574     1077.010 -2292816.462   262009.945    42863.761       27.657       55.474     6995.207       17.994      252.000   116182.000       39.000     2633.000       39.000      160.000      113.000        0.000       65.917        0.000        8.304       24.913        0.865        0.000        3.594        3.604        4.218
   81100.000 -1614522.859   143442.017    86390.298   184574.908     1133.463 -2294530.319   264466.774    42175.249       27.761       55.424     7010.534       17.892      254.000   116278.000       36.000     2656.000       35.000      162.000      114.000        0.000       66.090        0.000       11.073       22.837        0.000        0.000        3.789        3.799        4.380
   81200.000 -1612386.921   143280.660    87005.273   185083.008     1150.308 -2292798.854   263892.684    43559.323       27.845       55.473     7059.408       18.045      269.000   116100.000       38.000     2651.000       40.000      156.000      106.000        0.000       65.744        0.000       11.073       21.453        1.730        0.000        3.502        3.511        4.134
   81300.000 -1612749.355   142417.187    86582.900   184807.046     1112.412 -2291583.819   263914.919    41989.060       27.613       55.431     6897.016       17.881      265.000   116032.000       38.000     2625.000       32.000      145.000      100.000        0.000       66.955        0.000        7.612       23.875        1.557        0.000        3.648        3.659        4.244
   81400.000 -1615119.913   143996.635    87103.248   184720.655     1061.988 -2296090.344   264087.906    42840.096       27.718       55.455     6845.339       17.888      269.000   116266.000       34.000     2684.000       43.000      156.000      102.000        0.000       67.128        0.000        8.997       22.491        1.384        0.000        3.814        3.827        4.373
   81500.000 -1615546.531   144827.042    87387.976   185019.442     1136.759 -2297566.456   263648.707    42882.932       27.650       55.446     6971.683       17.957      254.000   116352.000       37.000     2611.000       32.000      150.000      103.000        0.000       65.744        0.000        7.612       23.702        2.941        0.000        3.553        3.569        4.122
   81600.000 -1614434.807   143387.339    86752.461   184558.207     1148.764 -2295204.205   264922.627    43102.379       27.700       55.427     6945.032       18.009      267.000   116534.000       37.000     2707.000       33.000      175.000      104.000        0.000       65.225        0.000        7.612       25.606        1.557        0.000        3.319        3.330        4.020
   81700.000 -1614276.492   142364.052    87102.760   185107.691     1122.793 -2299353.610   269379.821    44202.341       27.757       55.437     6867.652       17.870      247.000   116404.000       39.000     2677.000       43.000      153.000      105.000        0.000       65.744        0.000        8.997       22.318        2.941        0.000        3.550        3.557        4.166
   81800.000 -1615128.009   143013.420    86635.705   185130.054     1146.578 -2297062.334   266008.567    43898.374       27.710       55.415     6918.654       17.847      247.000   116596.000       42.000     2668.000       29.000      128.000      105.000        0.000       64.879        0.000        9.689       24.048        1.384        0.000        3.559        3.567        4.164
   81900.000 -1614484.013   144295.075    86940.808   184611.817     1193.005 -2295346.660   263821.943    42669.115       27.609       55.450     6876.056       17.997      252.000   116386.000       40.000     2697.000       42.000      172.000      103.000        0.000       66.436        0.000        7.612       23.183        2.768        0.000        3.226        3.240        3.906
   82000.000 -1615397.195   143397.108    87399.652   185003.116     1127.475 -2299784.040   267459.494    44143.086       27.581       55.454     6935.220       18.276      250.000   116550.000       38.000     2596.000       33.000      153.000       95.000        0.000       62.803        0.000        9.689       25.087        2.422        0.000        3.393        3.403        4.068
   82100.000 -1614740.202   143462.516    86271.914   184779.981     1180.950 -2293630.500   263194.938    42819.340       27.465       55.474     7008.761       18.142      246.000   116372.000       44.000     2674.000       33.000      157.000      100.000        0.000       65.052        0.000       11.073       22.318        1.557        0.000        3.331        3.343        4.017
   82200.000 -1613919.048   144544.003    86319.617   184604.160     1135.097 -2291549.789   261027.864    42813.389       27.542       55.483     6925.799       18.131      260.000   116306.000       41.000     2672.000       33.000      146.000      108.000        0.000       67.993        0.000        9.689       22.318        0.000        0.000        3.200        3.215        3.937
   82300.000 -1612486.934   143902.147    86833.091   184665.541     1168.778 -2294322.631   265266.140    43484.938       27.582       55.417     6921.316       18.018      256.000   116318.000       44.000     2729.000       34.000      148.000      109.000        0.000       66.090        0.000       11.073       21.280        1.557        0.000        3.287        3.301        3.965
   82400.000 -1613982.532   143758.982    87200.506   184686.847     1092.311 -2295825.760   265104.583    42999.250       27.500       55.417     6945.867       17.837      250.000   116324.000       47.000     2810.000       39.000      178.000      105.000        0.000       66.436        0.000        8.997       24.567        0.000        0.000        3.208        3.227        3.846
   82500.000 -1614765.190   142106.450    86945.180   185113.985     1191.059 -2294801.921   264680.058    43057.043       27.430       55.417     6922.437       17.831      244.000   116332.000       45.000     2644.000       46.000      160.000      108.000        0.000       65.398        0.000        6.920       24.740        2.941        0.000        3.287        3.306        3.928
   82600.000 -1614747.697   144516.831    87168.610   184609.824     1150.160 -2295199.877   263006.756    43375.969       27.550       55.434     6961.062       17.809      254.000   116320.000       40.000     2722.000       37.000      177.000      102.000        0.000       62.976        0.000        8.997       25.433        2.595        0.000        3.200        3.223        3.888
   82700.000 -1615051.236   143676.204    86043.506   184925.345     1129.424 -2298012.267   267186.553    42936.578       27.468       55.465     6896.387       17.612      255.000   116352.000       39.000     2594.000       31.000      151.000      108.000        0.000       65.398        0.000        9.689       24.221        0.692        0.000        3.033        3.045        3.744
   82800.000 -1614919.521   144046.301    86315.665   184926.635     1136.286 -2294914.314   263569.905    44041.877       27.434       55.459     6857.470       17.680      252.000   116470.000       44.000     2741.000       39.000      189.000      107.000        0.000       64.706        0.000       11.073       22.837        1.384        0.000        3.022        3.038        3.731
   82900.000 -1614281.816   141252.685    86408.823   184910.849     1103.720 -2292683.025   264725.132    42927.528       27.479       55.439     6984.804       17.977      264.000   116044.000       42.000     2663.000       37.000      146.000      110.000        0.000       64.360        0.000       11.073       22.318        2.249        0.000        3.167        3.183        3.799
   83000.000 -1613878.244   142040.115    86705.070   184295.872     1122.785 -2294798.289   266756.204    42904.154       27.523       55.455     7025.986       18.060      255.000   116422.000       43.000     2659.000       31.000      150.000      106.000        0.000       66.090        0.000        6.228       23.875        3.806        0.000        3.351        3.369        3.958
   83100.000 -1614125.304   142994.912    87625.678   184502.144     1102.410 -2296021.674   265671.227    42266.802       27.437       55.483     6981.777       18.208      264.000   116164.000       39.000     2653.000       30.000      164.000      105.000        0.000       66.090        0.000        8.997       23.529        1.384        0.000        3.168        3.187        3.881
   83200.000 -1614176.172   139556.615    87427.164   185302.884     1097.010 -2294465.020   266905.176    43030.086       27.521       55.449     6991.094       18.345      262.000   116300.000       41.000     2700.000       30.000      172.000      108.000        0.000       63.841        0.000       10.381       23.356        2.422        0.000        3.408        3.426        4.055
   83300.000 -1613752.770   141730.894    86586.307   185301.714     1202.768 -2298120.160   269545.708    42856.286       27.566       55.394     6862.292       18.009      248.000   116150.000       37.000     2734.000       31.000      158.000      107.000        0.000       64.187        0.000       13.841       20.415        1.557        0.000        3.065        3.078        3.783
   83400.000 -1613241.207   144519.393    86862.837   184846.010     1121.153 -2294709.321   264118.721    43175.755       27.635       55.431     6953.969       17.841      268.000   116402.000       41.000     2613.000       37.000      159.000      110.000        0.000       66.609        0.000        9.689       23.010        0.692        0.000        2.993        3.011        3.698
   83500.000 -1614981.525   144019.249    86543.120   184821.511     1167.508 -2298686.954   267154.041    42886.810       27.587       55.455     6945.871       17.829      246.000   116494.000       45.000     2726.000       47.000      173.000      113.000        0.000       63.668        0.000       10.381       23.010        2.941        0.000        3.075        3.091        3.827
   83600.000 -1615692.369   143449.715    86251.780   184813.529     1176.674 -2295463.746   264079.678    42906.174       27.445       55.467     6964.778       17.885      251.000   116524.000       41.000     2656.000       36.000      164.000      109.000        0.000       67.647        0.000        8.997       23.356        0.000        0.000        2.954        2.974        3.729
   83700.000 -1611897.561   145574.670    86941.622   184427.734     1117.486 -2292473.733   262514.661    42334.519       27.503       55.431     6934.671       18.027      250.000   115876.000       37.000     2627.000       35.000      144.000      108.000        0.000       65.571        0.000        8.304       24.567        1.557        0.000        2.993        3.008        3.801
   83800.000 -1614767.447   141225.902    85989.542   184889.709     1155.069 -2291409.180   263381.511    41475.879       27.570       55.437     6948.475       18.005      255.000   116116.000       36.000     2646.000       29.000      148.000      106.000        0.000       67.474        0.000       10.381       21.453        0.692        0.000        3.091        3.109        3.821
   83900.000 -1614917.941   145160.956    86436.050   184701.417     1187.694 -2298245.335   265841.278    43461.402       27.489       55.435     6947.122       18.042      267.000   116520.000       41.000     2661.000       37.000      148.000      104.000        0.000       65.052        0.000       10.381       23.702        0.865        0.000        3.118        3.134        3.901
   84000.000 -1616018.954   143441.861    86062.059   185145.569     1111.693 -2298770.352   266990.215    43198.290       27.452       55.385     6828.426       17.782      246.000   116484.000       43.000     2629.000       40.000      159.000      103.000        0.000       65.052        0.000        8.997       23.875        2.076        0.000        3.151        3.168        3.910
   84100.000 -1612719.835   143498.897    85526.572   184642.406     1137.441 -2293361.915   265836.763    43391.126       27.461       55.437     6924.048       17.954      252.000   116166.000       42.000     2651.000       34.000      156.000      100.000        0.000       63.668        0.000       10.381       24.394        1.557        0.000        3.072        3.089        3.844
   84200.000 -1614274.575   144116.862    86975.899   185280.248     1050.523 -2297961.418   266263.312    43955.755       27.627       55.417     6983.566       17.971      256.000   116248.000       45.000     2613.000       43.000      152.000       99.000        0.000       64.706        0.000       11.765       21.972        1.557        0.000        3.437        3.451        4.104
   84300.000 -1613978.396   141439.856    86640.223   185103.701     1151.928 -2294686.111   266372.007    42486.533       27.513       55.417     6976.328       18.156      248.000   116598.000       41.000     2658.000       50.000      172.000       99.000        0.000       63.322        0.000       11.765       22.664        2.249        0.000        3.295        3.312        3.989
   84400.000 -1615617.610   142278.988    86555.883   185150.931     1053.129 -2296970.061   266313.520    43112.721       27.513       55.410     6945.098       17.959      265.000   116422.000       40.000     2678.000       43.000      147.000       99.000        0.000       67.820        0.000        8.997       20.934        2.249        0.000        3.013        3.029        3.819
   84500.000 -1613962.761   141222.596    86097.522   185255.800     1092.004 -2294313.124   266682.442    42064.752       27.589       55.445     6848.063       17.862      262.000   116238.000       41.000     2622.000       35.000      155.000      106.000        0.000       64.879        0.000        9.689       23.356        2.076        0.000        3.081        3.090        3.826
   84600.000 -1615081.309   143865.586    86640.919   184916.951     1177.326 -2297646.788   265964.697    43963.485       27.532       55.442     6707.918       17.809      242.000   116544.000       38.000     2685.000       39.000      172.000       95.000        0.000       67.128        0.000        9.689       22.491        0.692        0.000        3.022        3.037        3.849
   84700.000 -1614101.772   141250.948    87553.368   185044.717     1107.100 -2296578.328   267520.422    43088.972       27.541       55.448     6875.417       18.042      250.000   116326.000       46.000     2619.000       40.000      139.000      103.000        0.000       64.706        0.000       11.765       22.145        1.384        0.000        3.103        3.118        3.907
   84800.000 -1613113.702   142281.536    87392.449   184893.794     1148.739 -2296021.683   267191.463    43355.765       27.667       55.459     6797.990       17.719      246.000   116404.000       37.000     2649.000       44.000      168.000      113.000        0.000       67.301        0.000        6.920       24.221        1.557        0.000        3.239        3.254        3.971
   84900.000 -1612378.303   143935.381    86737.550   185010.294     1176.351 -2294930.962   265693.083    42985.683       27.586       55.424     6713.873       17.644      256.000   116248.000       36.000     2680.000       35.000      149.000      102.000        0.000       65.225        0.000       11.073       23.702        0.000        0.000        3.288        3.298        3.988
   85000.000 -1613830.319   142982.796    86426.779   185084.732     1059.613 -2296403.562   267019.324    43288.127       27.664       55.447     6917.180       18.075      250.000   116258.000       38.000     2679.000       32.000      173.000      102.000        0.000       66.090        0.000        9.689       21.972        2.249        0.000        3.199        3.212        3.880
   85100.000 -1615323.704   143297.973    87061.073   184829.069     1112.189 -2296855.756   265231.747    42346.413       27.724       55.436     6925.354       18.178      237.000   116164.000       36.000     2587.000       36.000      145.000      103.000        0.000       63.322        0.000       12.457       22.837        1.384        0.000        3.235        3.248        3.903
   85200.000 -1612574.161   143068.589    85961.054   185279.430     1087.949 -2295409.779   267438.595    43477.599       27.640       55.407     6723.997       17.884      229.000   116426.000       37.000     2652.000       33.000      169.000      109.000        0.000       65.225        0.000        8.997       23.702        2.076        0.000        3.189        3.204        3.888
   85300.000 -1613908.596   142670.233    87223.260   185109.223     1168.133 -2296377.286   266297.841    43463.726       27.692       55.412     6799.635       18.063      232.000   116598.000       36.000     2694.000       25.000      150.000      107.000        0.000       66.263        0.000       10.381       23.356        0.000        0.000        3.129        3.142        3.812
   85400.000 -1614189.981   144353.759    86257.636   185346.900     1165.121 -2296578.587   265265.188    43100.459       27.543       55.462     6810.600       17.768      244.000   116336.000       42.000     2661.000       39.000      163.000      114.000        0.000       66.436        0.000        7.612       24.567        1.384        0.000        3.373        3.384        3.966
   85500.000 -1615218.179   144525.919    85964.892   185661.770     1079.931 -2298805.283   266354.593    43483.748       27.519       55.426     6839.769       18.051      244.000   116490.000       39.000     2692.000       36.000      166.000      109.000        0.000       63.322        0.000       11.073       23.356        2.249        0.000        3.097        3.110        3.800
   85600.000 -1613857.507   143549.864    87474.317   185066.625     1190.338 -2295133.555   263994.904    42599.175       27.568       55.463     6894.082       17.943      248.000   116386.000       43.000     2649.000       25.000      153.000      112.000        0.000       65.052        0.000        8.997       24.394        1.557        0.000        3.221        3.237        3.856
   85700.000 -1615427.016   141624.600    86582.124   185007.572     1186.384 -2294543.322   264715.627    43023.810       27.484       55.422     6707.966       17.713      254.000   116418.000       39.000     2654.000       41.000      166.000      113.000        0.000       66.955        0.000        8.997       22.664        1.384        0.000        2.953        2.969        3.671
   85800.000 -1613531.091   142735.928    85878.311   185073.471     1060.726 -2292987.321   264707.794    43526.500       27.545       55.433     6787.618       17.852      250.000   116374.000       37.000     2608.000       37.000      162.000      110.000        0.000       65.052        0.000        9.689       21.453        3.806        0.000        3.257        3.275        3.893
   85900.000 -1615856.967   145818.902    85930.562   184505.284     1078.826 -2295890.736   262700.196    42237.898       27.498       55.457     6812.540       17.937      249.000   116460.000       40.000     2640.000       29.000      152.000      109.000        0.000       66.090        0.000        7.612       24.048        2.249        0.000        3.080        3.096        3.800
   86000.000 -1615383.258   144337.866    86137.216   184837.535     1096.054 -2297747.413   265955.484    43658.670       27.640       55.417     6765.438       17.934      264.000   116290.000       35.000     2651.000       35.000      153.000      103.000        0.000       63.495        0.000        9.689       24.048        2.768        0.000        3.039        3.057        3.722
   86100.000 -1614362.072   142360.655    86595.433   185330.538     1154.436 -2295799.642   265996.507    42713.616       27.621       55.423     6802.154       17.863      248.000   116064.000       37.000     2698.000       31.000      165.000      105.000        0.000       65.917        0.000        8.997       23.702        1.384        0.000        3.044        3.058        3.742
   86200.000 -1613760.038   143824.634    87334.348   185079.175     1189.348 -2294745.050   263557.507    41990.807       27.629       55.447     6756.299       17.960      246.000   116118.000       35.000     2612.000       33.000      143.000      100.000        0.000       64.360        0.000        7.612       24.913        3.114        0.000        2.948        2.962        3.694
   86300.000 -1614095.320   143079.263    87131.850   185131.690     1042.527 -2294603.524   264122.875    42410.957       27.590       55.448     6777.779       17.781      244.000   116240.000       37.000     2610.000       38.000      175.000      103.000        0.000       64.879        0.000        8.304       25.952        0.865        0.000        3.259        3.274        3.878
   86400.000 -1614858.037   145497.171    86500.073   184567.016     1191.069 -2297630.661   265017.294    43091.212       27.555       55.437     6827.587       17.884      261.000   116426.000       39.000     2665.000       30.000      163.000      106.000        0.000       63.149        0.000       10.381       25.087        1.384        0.000        3.321        3.335        3.978
   86500.000 -1613172.745   144477.628    87193.986   184654.440     1125.168 -2292883.031   262259.063    41748.687       27.737       55.401     6737.589       18.084      242.000   116336.000       31.000     2610.000       37.000      155.000      115.000        0.000       67.128        0.000        9.689       21.626        1.557        0.000        3.248        3.262        3.958
   86600.000 -1613843.243   143435.543    87376.087   185117.618     1146.380 -2297334.106   266415.234    43506.767       27.803       55.412     6791.425       17.979      247.000   116392.000       39.000     2717.000       44.000      169.000      107.000        0.000       66.609        0.000        8.997       23.010        1.384        0.000        3.476        3.491        4.125
   86700.000 -1613667.776   142356.667    87110.107   184682.325     1118.844 -2295401.827   266466.108    43340.951       27.627       55.399     6809.154       18.067      252.000   116430.000       40.000     2662.000       41.000      148.000      106.000        0.000       63.841        0.000       11.073       23.702        1.384        0.000        3.489        3.504        4.134
   86800.000 -1613669.525   145426.343    86225.105   184600.042     1148.920 -2297074.220   266004.285    43709.843       27.688       55.453     6761.897       17.963      233.000   116346.000       37.000     2665.000       36.000      150.000      104.000        0.000       65.052        0.000        9.689       23.875        1.384        0.000        3.076        3.090        3.825
   86900.000 -1613974.263   144159.398    86260.364   185402.774     1187.666 -2295070.808   264086.342    42483.443       27.548       55.391     6758.330       17.687      247.000   116314.000       34.000     2679.000       38.000      164.000      104.000        0.000       68.339        0.000        6.920       23.010        1.730        0.000        3.293        3.308        3.969
   87000.000 -1613917.830   144475.335    86439.421   184322.035     1204.368 -2294873.802   264514.813    42877.515       27.529       55.460     6777.397       18.047      253.000   116228.000       41.000     2696.000       33.000      145.000      100.000        0.000       65.398        0.000        7.612       24.913        2.076        0.000        2.989        3.005        3.781
   87100.000 -1614641.142   144241.882    86354.424   185031.414     1154.788 -2294712.676   263289.027    41713.138       27.543       55.435     6705.944       17.915      245.000   116370.000       42.000     2722.000       33.000      173.000      104.000        0.000       67.993        0.000       10.381       19.550        2.076        0.000        3.094        3.107        3.840
   87200.000 -1613696.109   141890.466    85902.057   184691.243     1200.792 -2296073.989   268693.321    43421.286       27.669       55.429     6684.114       17.817      265.000   116398.000       36.000     2706.000       34.000      170.000      103.000        0.000       68.166        0.000        7.612       21.453        2.768        0.000        3.404        3.415        4.051
   87300.000 -1614859.939   142876.348    87092.021   185104.728     1262.163 -2298299.190   267103.991    42429.850       27.514       55.416     6687.129       17.819      238.000   116260.000       35.000     2631.000       39.000      167.000      100.000        0.000       65.225        0.000        7.612       25.779        1.384        0.000        3.085        3.099        3.805
   87400.000 -1611373.768   142168.548    86156.952   185057.163     1108.891 -2292361.134   266495.812    43200.866       27.558       55.419     6732.914       17.830      246.000   116004.000       39.000     2639.000       37.000      147.000      105.000        0.000       68.858        0.000        6.920       23.529        0.692        0.000        2.883        2.903        3.616
   87500.000 -1612813.062   145381.945    86112.522   184910.720     1136.693 -2292613.124   262258.183    43223.604       27.373       55.454     6814.267       18.080      262.000   116158.000       44.000     2678.000       42.000      170.000       99.000        0.000       66.609        0.000        8.997       23.702        0.692        0.000        2.801        2.816        3.562
   87600.000 -1612781.131   143120.560    86580.850   184632.963     1142.008 -2294472.987   266215.473    42771.372       27.608       55.442     6697.795       17.851      249.000   116152.000       33.000     2594.000       36.000      147.000       99.000        0.000       66.090        0.000       11.765       21.453        0.692        0.000        2.989        3.006        3.708
   87700.000 -1613127.849   145285.307    85941.569   184566.042     1064.140 -2293674.183   263689.277    42227.366       27.515       55.447     6786.226       18.164      251.000   116380.000       40.000     2675.000       41.000      154.000      101.000        0.000       66.955        0.000        7.612       23.183        2.249        0.000        3.098        3.112        3.770
   87800.000 -1613374.594   143265.984    85125.970   185393.078     1114.465 -2295009.513   266735.421    43155.492       27.560       55.410     6810.639       17.996      251.000   116464.000       45.000     2683.000       41.000      165.000      101.000        0.000       65.744        0.000        7.612       25.087        1.557        0.000        3.054        3.070        3.760
   87900.000 -1612071.578   143347.681    86175.906   185053.921     1087.106 -2294049.079   266312.887    43582.812       27.491       55.395     6820.279       18.305      251.000   115992.000       37.000     2672.000       23.000      162.000       98.000        0.000       64.187        0.000        6.920       26.644        2.249        0.000        3.045        3.054        3.807
   88000.000 -1614412.716   144489.995    85756.629   184430.432     1183.728 -2294296.427   264022.927    42533.825       27.501       55.450     6800.325       18.332      267.000   116300.000       37.000     2707.000       38.000      150.000      109.000        0.000       66.090        0.000        7.612       25.433        0.865        0.000        3.123        3.135        3.852
   88100.000 -1613533.525   146122.641    86596.634   184149.366     1163.663 -2296777.804   265211.976    43399.249       27.401       55.463     6801.264       18.494      239.000   116452.000       32.000     2577.000       36.000      138.000      104.000        0.000       64.706        0.000        8.304       24.048        2.941        0.000        3.140        3.158        3.882
   88200.000 -1614247.972   143157.469    86623.135   184380.365     1110.876 -2295297.116   265777.299    43298.519       27.505       55.421     6777.686       18.139      247.000   116432.000       38.000     2666.000       42.000      161.000      105.000        0.000       66.436        0.000        8.304       22.491        2.768        0.000        3.133        3.146        3.857
   88300.000 -1615568.498   144594.326    87077.562   184792.917     1073.795 -2297682.079   264574.982    42947.716       27.466       55.446     6800.737       18.371      263.000   116326.000       40.000     2613.000       41.000      143.000      106.000        0.000       65.398        0.000        6.920       25.606        2.076        0.000        2.961        2.978        3.754
   88400.000 -1615049.325   144708.170    87357.271   184847.288     1184.247 -2297802.335   264656.033    43069.967       27.329       55.453     6709.775       18.151      247.000   116474.000       40.000     2617.000       40.000      159.000      108.000        0.000       65.744        0.000        6.920       22.837        4.498        0.000        2.845        2.864        3.651
   88500.000 -1613542.681   141968.054    86536.544   184875.416     1074.443 -2296797.233   268800.094    43054.543       27.505       55.425     6706.677       18.252      250.000   116600.000       37.000     2564.000       40.000      146.000      110.000        0.000       65.225        0.000        7.612       22.318        4.844        0.000        3.173        3.193        3.878
   88600.000 -1615616.167   141750.207    85988.218   184712.402     1029.183 -2296177.124   267080.946    42639.180       27.475       55.470     6753.714       18.305      240.000   116390.000       43.000     2674.000       39.000      190.000      115.000        0.000       69.377        0.000        6.920       23.702        0.000        0.000        3.148        3.171        3.921
   88700.000 -1615148.842   140379.073    86126.480   184796.679     1172.797 -2296446.773   268822.902    43915.343       27.564       55.430     6748.085       17.995      238.000   116662.000       41.000     2615.000       38.000      177.000      115.000        0.000       65.571        0.000       12.457       21.972        0.000        0.000        3.295        3.314        3.990
   88800.000 -1614371.522   143618.757    86063.830   184770.875     1121.206 -2295120.683   265174.495    43117.889       27.381       55.440     6706.016       17.977      255.000   116310.000       40.000     2684.000       43.000      152.000      115.000        0.000       63.841        0.000       10.381       24.221        1.557        0.000        3.306        3.319        3.980
   88900.000 -1615763.025   144165.971    86501.601   185271.159     1185.363 -2297158.645   264271.527    42660.654       27.590       55.438     6759.562       18.162      244.000   116558.000       40.000     2615.000       35.000      151.000      115.000        0.000       65.398        0.000        9.689       22.837        2.076        0.000        3.275        3.288        3.999
   89000.000 -1615004.773   143584.724    86718.639   184573.221     1123.586 -2299334.324   268329.379    43689.059       27.593       55.428     6818.103       18.187      251.000   116390.000       42.000     2702.000       39.000      152.000      116.000        0.000       62.111        0.000       10.381       23.875        3.633        0.000        3.273        3.288        3.960
   89100.000 -1616301.967   144484.550    86339.609   184081.626     1164.117 -2297805.502   265433.633    43408.174       27.607       55.465     6811.632       18.312      242.000   116528.000       34.000     2642.000       36.000      175.000      106.000        0.000       64.014        0.000       11.073       23.529        1.384        0.000        3.365        3.387        4.096
   89200.000 -1614048.123   143812.490    86896.831   185078.922     1171.388 -2296784.351   265776.597    43329.585       27.692       55.435     6782.073       18.187      245.000   116588.000       37.000     2598.000       25.000      168.000      115.000        0.000       66.090        0.000        7.612       23.183        3.114        0.000        3.426        3.439        4.166
   89300.000 -1612485.168   142446.041    86590.370   184874.391     1079.948 -2294537.749   267061.831    43529.850       27.635       55.437     6782.486       18.074      251.000   116230.000       39.000     2619.000       32.000      174.000      103.000        0.000       64.706        0.000       11.765       22.837        0.692        0.000        3.274        3.292        3.997
   89400.000 -1613527.016   142036.866    85894.247   185066.232     1079.097 -2295686.969   268083.510    43361.294       27.628       55.452     6749.593       17.916      252.000   116388.000       42.000     2663.000       28.000      161.000      112.000        0.000       66.782        0.000        8.304       22.318        2.595        0.000        3.188        3.201        3.916
   89500.000 -1614054.530   142623.451    87300.699   184623.362     1114.281 -2295119.163   265402.840    42127.711       27.544       55.413     6807.635       17.907      253.000   116424.000       39.000     2646.000       39.000      168.000      107.000        0.000       66.955        0.000        7.612       24.740        0.692        0.000        3.005        3.018        3.763
   89600.000 -1615282.021   142632.111    86871.912   185064.462     1122.752 -2298889.837   267916.579    43745.763       27.541       55.434     6788.980       17.795      247.000   116502.000       43.000     2691.000       38.000      173.000      107.000        0.000       64.706        0.000       12.457       21.972        0.865        0.000        3.210        3.224        3.900
   89700.000 -1614256.734   144986.663    87008.747   185140.038     1198.927 -2296098.200   263507.091    42475.731       27.633       55.460     6802.427       17.894      243.000   116372.000       42.000     2594.000       30.000      173.000      107.000        0.000       66.263        0.000        9.689       23.183        0.865        0.000        3.245        3.262        3.916
   89800.000 -1615092.104   144492.166    86765.341   184765.274     1164.737 -2296382.632   264103.011    43170.145       27.698       55.423     6897.333       17.975      255.000   116486.000       42.000     2614.000       28.000      148.000       97.000        0.000       66.090        0.000       13.149       20.761        0.000        0.000        3.191        3.206        3.911
   89900.000 -1615466.563   144410.331    86982.457   185090.265     1091.716 -2296093.600   263052.267    42868.796       27.685       55.455     6795.016       17.999      260.000   116466.000       40.000     2678.000       33.000      162.000      106.000        0.000       67.820        0.000        9.689       21.799        0.692        0.000        3.439        3.453        4.102
   90000.000 -1614388.824   143327.659    85905.181   185409.844     1161.401 -2297013.985   266821.075    42628.854       27.615       55.423     6795.790       17.817      253.000   116236.000       45.000     2689.000       21.000      176.000      100.000        0.000       63.841        0.000       11.765       24.394        0.000        0.000        3.117        3.129        3.820
   90100.000 -1614583.690   142245.103    86040.825   185030.570     1131.568 -2294652.472   265620.716    43397.897       27.546       55.436     6817.318       17.695      250.000   116424.000       43.000     2636.000       24.000      149.000      106.000        0.000       65.917        0.000        9.689       22.837        1.557        0.000        3.230        3.250        3.918
   90200.000 -1612585.327   141590.189    86116.178   185233.106     1125.259 -2295531.925   268881.866    44161.772       27.459       55.407     6798.226       17.817      248.000   116250.000       45.000     2654.000       30.000      176.000      107.000        0.000       65.398        0.000       11.765       22.145        0.692        0.000        2.970        2.988        3.774
   90300.000 -1613727.489   143240.328    86611.335   184779.972     1143.618 -2296533.943   267031.201    43297.798       27.529       55.458     6682.718       17.828      246.000   116014.000       48.000     2720.000       30.000      186.000      107.000        0.000       66.263        0.000        8.997       24.048        0.692        0.000        3.002        3.017        3.761
