	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   26700.000 -1554888.255   142663.015    85581.527   185135.551     1218.031 -2230166.426   260680.047    41867.865       27.570       55.433     7634.269       18.769      265.000   115600.000       33.000     2522.000       45.000      147.000       79.000        0.000       66.955        0.000        8.304       22.664        2.076        0.000        2.829        2.840        3.929
   26800.000 -1555809.215   143932.696    85360.297   185097.718     1156.087 -2231677.039   260321.025    42092.879       27.515       55.376     7601.473       18.438      276.000   116024.000       34.000     2618.000       31.000      148.000       82.000        0.000       68.166        0.000        8.304       21.972        1.557        0.000        2.621        2.632        3.751
   26900.000 -1557800.947   143767.357    85355.737   184894.153     1075.122 -2229154.942   256261.626    43575.182       27.575       55.403     7593.378       18.459      284.000   115738.000       35.000     2561.000       33.000      121.000       76.000        0.000       68.512        0.000        4.844       24.913        1.730        0.000        2.456        2.469        3.543
   27000.000 -1557226.159   142984.990    85536.968   184782.880     1155.340 -2230482.889   258796.552    42666.221       27.547       55.453     7565.981       18.492      278.000   115964.000       30.000     2510.000       30.000      118.000       79.000        0.000       70.761        0.000        6.920       22.318        0.000        0.000        2.668        2.679        3.533
   27100.000 -1558999.730   140361.662    86339.013   185403.756     1139.016 -2232404.355   260161.178    42007.392       27.471       55.397     7480.833       18.602      272.000   116032.000       32.000     2540.000       42.000      162.000       77.000        0.000       66.955        0.000        8.997       23.183        0.865        0.000        2.556        2.569        3.501
   27200.000 -1557441.422   142600.288    86832.960   185357.617     1071.508 -2231996.978   258693.183    42411.379       27.580       55.385     7511.241       18.902      279.000   115904.000       33.000     2569.000       30.000      158.000       81.000        0.000       68.166        0.000        9.689       21.107        1.038        0.000        2.695        2.708        3.682
   27300.000 -1555100.279   142870.451    87083.822   185297.399     1169.988 -2228515.750   256993.811    41210.213       27.657       55.402     7620.323       18.744      270.000   115680.000       37.000     2592.000       30.000      149.000       86.000        0.000       68.512        0.000        9.689       21.799        0.000        0.000        2.675        2.686        3.614
   27400.000 -1557361.836   142028.354    85838.971   184921.017     1137.288 -2232162.466   260874.999    42899.713       27.650       55.375     7672.938       18.785      288.000   116068.000       33.000     2532.000       40.000      153.000       78.000        0.000       68.858        0.000        8.997       22.145        0.000        0.000        2.885        2.890        3.753
   27500.000 -1556693.085   140138.256    86110.031   185239.308     1160.468 -2233016.250   263675.101    43794.620       27.473       55.362     7655.782       18.524      274.000   116244.000       32.000     2618.000       39.000      164.000       77.000        0.000       68.685        0.000        8.304       23.010        0.000        0.000        2.905        2.914        3.876
   27600.000 -1555641.018   140039.118    86325.227   185435.059     1114.613 -2231127.786   262572.751    42235.783       27.539       55.401     7632.182       18.500      273.000   115960.000       39.000     2524.000       34.000      144.000       78.000        0.000       68.858        0.000       10.381       19.550        1.211        0.000        2.672        2.680        3.582
   27700.000 -1557658.296   143931.614    84911.853   185225.914     1096.826 -2235969.450   263144.947    42639.309       27.654       55.389     7570.548       18.263      278.000   116034.000       40.000     2553.000       42.000      176.000       78.000        0.000       66.782        0.000        6.920       24.048        2.249        0.000        2.929        2.938        3.772
   27800.000 -1556305.194   145540.446    85376.987   185374.825     1139.360 -2230333.339   256596.528    42990.855       27.581       55.429     7637.993       18.555      285.000   115650.000       33.000     2577.000       39.000      166.000       83.000        0.000       67.820        0.000        8.997       22.145        1.038        0.000        2.888        2.899        3.767
   27900.000 -1557964.173   144618.760    85683.267   185140.614     1106.245 -2232582.359   258069.301    43072.702       27.637       55.394     7653.606       18.962      279.000   115826.000       37.000     2624.000       34.000      177.000       76.000        0.000       70.761        0.000        9.689       19.550        0.000        0.000        3.064        3.075        3.932
   28000.000 -1555422.716   141822.816    85878.899   185615.577     1154.267 -2227389.479   257495.203    42466.573       27.721       55.393     7643.312       18.641      285.000   115914.000       31.000     2486.000       34.000      136.000       80.000        0.000       68.512        0.000        8.304       22.318        0.865        0.000        2.941        2.950        3.805
   28100.000 -1556500.254   144259.993    86979.879   185257.930     1212.821 -2232398.356   258187.479    41685.128       27.522       55.394     7681.968       18.829      286.000   115846.000       36.000     2505.000       38.000      131.000       86.000        0.000       66.609        0.000       11.073       20.069        2.249        0.000        2.620        2.632        3.601
   28200.000 -1558260.543   144022.138    86075.569   184647.089     1133.701 -2231027.438   256888.398    42271.933       27.607       55.420     7589.791       19.215      284.000   115840.000       35.000     2591.000       35.000      157.000       89.000        0.000       66.090        0.000        7.612       25.433        0.865        0.000        2.788        2.798        3.868
   28300.000 -1555506.121   141239.393    86164.338   185766.815     1088.639 -2233661.603   263896.295    42698.091       27.544       55.387     7565.076       19.097      271.000   115780.000       37.000     2468.000       29.000      151.000       73.000        0.000       66.955        0.000        8.304       22.145        2.595        0.000        2.508        2.519        3.568
   28400.000 -1557168.750   142513.813    86626.055   185440.623     1115.468 -2234159.367   261294.658    42830.553       27.524       55.399     7526.582       19.158      270.000   115906.000       31.000     2508.000       25.000      154.000       78.000        0.000       70.242        0.000        6.920       20.761        2.076        0.000        2.666        2.678        3.579
   28500.000 -1557154.214   145364.578    86158.563   185094.822     1075.106 -2232872.892   258025.610    43344.393       27.459       55.427     7564.792       19.260      276.000   116168.000       42.000     2501.000       42.000      141.000       86.000        0.000       66.436        0.000       10.381       21.453        1.730        0.000        2.524        2.539        3.581
   28600.000 -1557688.380   145146.415    85716.972   185749.731     1069.025 -2233983.924   258613.401    42411.124       27.656       55.419     7637.013       19.269      268.000   116012.000       30.000     2516.000       31.000      148.000       88.000        0.000       66.436        0.000        8.997       23.529        1.038        0.000        2.650        2.664        3.730
   28700.000 -1555259.363   143071.504    86205.239   184951.405     1203.376 -2231177.176   260486.289    42514.507       27.480       55.417     7569.518       19.011      296.000   115808.000       41.000     2504.000       31.000      155.000       80.000        0.000       65.571        0.000        7.612       24.913        1.903        0.000        2.452        2.462        3.516
   28800.000 -1555352.532   139106.457    86349.846   185248.393     1181.906 -2230787.687   263548.553    42529.133       27.475       55.386     7562.935       18.746      284.000   116004.000       41.000     2523.000       41.000      161.000       84.000        0.000       66.955        0.000        6.920       24.394        1.730        0.000        2.519        2.529        3.464
   28900.000 -1555092.556   146051.242    85945.670   185565.839     1039.997 -2229295.348   255600.045    42781.780       27.635       55.437     7499.531       18.664      286.000   115752.000       38.000     2598.000       32.000      147.000       75.000        0.000       70.242        0.000        6.920       21.799        1.038        0.000        2.558        2.569        3.486
   29000.000 -1555803.416   142896.424    85715.620   185482.368     1094.576 -2233286.515   262294.111    42583.248       27.609       55.383     7472.798       19.139      282.000   116120.000       40.000     2544.000       34.000      139.000       82.000        0.000       68.858        0.000        8.304       20.934        1.903        0.000        2.834        2.844        3.826
   29100.000 -1556191.388   146063.652    85805.581   184994.342     1182.827 -2229679.155   255441.366    42232.135       27.637       55.461     7581.477       19.252      280.000   115816.000       40.000     2469.000       40.000      162.000       84.000        0.000       69.723        0.000        8.997       20.069        1.211        0.000        3.019        3.029        3.949
   29200.000 -1556814.979   140188.872    86395.567   185681.448     1176.052 -2230003.544   259746.626    42238.942       27.613       55.416     7588.425       19.238      279.000   116140.000       39.000     2591.000       35.000      140.000       76.000        0.000       64.360        0.000       11.765       22.837        1.038        0.000        2.900        2.912        3.816
   29300.000 -1554165.919   143224.409    86008.460   184773.684     1147.280 -2230147.403   260827.652    42433.074       27.524       55.391     7646.395       18.714      281.000   115656.000       40.000     2546.000       33.000      160.000       73.000        0.000       65.398        0.000       11.073       20.934        2.595        0.000        2.945        2.957        3.718
   29400.000 -1557558.530   141285.409    85624.200   185578.627     1181.182 -2234115.066   262887.117    42420.583       27.530       55.361     7689.615       19.004      276.000   115740.000       39.000     2508.000       30.000      159.000       90.000        0.000       68.166        0.000        3.460       24.913        3.460        0.000        2.905        2.920        3.759
   29500.000 -1555460.082   141370.983    86128.726   185168.137     1189.025 -2232530.060   263213.107    43410.464       27.422       55.416     7634.394       18.825      295.000   115892.000       35.000     2617.000       29.000      157.000       81.000        0.000       66.609        0.000       10.381       22.145        0.865        0.000        3.301        3.311        3.994
   29600.000 -1555628.095   143944.153    86164.214   185119.777     1101.272 -2229983.672   258026.161    42625.240       27.372       55.448     7432.092       18.659      276.000   115856.000       34.000     2585.000       21.000      153.000       82.000        0.000       66.609        0.000        7.612       23.875        1.903        0.000        2.791        2.802        3.590
   29700.000 -1555163.119   143585.237    85989.971   185584.863     1140.651 -2229437.599   257973.760    41496.477       27.428       55.406     7415.024       18.550      269.000   115830.000       36.000     2648.000       32.000      144.000       88.000        0.000       66.609        0.000        6.920       23.702        2.768        0.000        3.056        3.070        3.750
   29800.000 -1558275.540   140228.177    86182.728   185593.893     1125.540 -2233153.162   261747.285    42671.141       27.391       55.411     7372.653       18.550      269.000   115814.000       23.000     2634.000       28.000      175.000       89.000        0.000       65.398        0.000        7.612       26.298        0.692        0.000        3.079        3.089        3.739
   29900.000 -1557233.628   144520.879    85057.840   185031.141     1106.797 -2226536.367   253586.082    41820.713       27.405       55.446     7471.714       18.716      271.000   115942.000       36.000     2535.000       31.000      148.000       80.000        0.000       69.723        0.000        7.612       21.799        0.865        0.000        2.901        2.911        3.777
   30000.000 -1554956.301   142312.284    86712.365   184616.784     1151.408 -2231822.009   262072.867    42842.153       27.417       55.455     7405.525       18.647      269.000   116008.000       40.000     2547.000       35.000      158.000       69.000        0.000       66.263        0.000       10.381       22.318        1.038        0.000        3.460        3.473        4.103
   30100.000 -1557799.881   144421.791    86245.485   184692.486     1164.570 -2233962.261   259638.048    43511.824       27.449       55.407     7467.183       18.673      282.000   116152.000       37.000     2600.000       23.000      177.000       77.000        0.000       67.128        0.000        8.997       21.972        1.903        0.000        3.410        3.420        4.104
   30200.000 -1559058.850   143264.657    86022.418   185263.608     1134.101 -2234804.199   260060.565    42056.453       27.481       55.371     7407.907       18.743      283.000   116076.000       32.000     2591.000       29.000      157.000       86.000        0.000       67.474        0.000        7.612       23.356        1.557        0.000        2.863        2.873        3.727
   30300.000 -1555863.141   142693.628    86478.885   185036.890     1096.945 -2230857.727   259688.238    42944.009       27.336       55.447     7289.680       18.827      285.000   115960.000       27.000     2597.000       27.000      165.000       80.000        0.000       66.609        0.000        6.920       23.875        2.595        0.000        2.800        2.812        3.667
   30400.000 -1556908.302   144909.103    86914.414   184927.388     1168.585 -2232430.225   257602.434    41181.149       27.432       55.397     7533.610       19.120      280.000   115770.000       36.000     2600.000       38.000      187.000       75.000        0.000       67.820        0.000        8.997       21.626        1.557        0.000        3.063        3.076        3.913
   30500.000 -1557806.838   143527.293    86331.026   184971.811     1127.760 -2234407.942   260643.214    43176.904       27.426       55.404     7663.598       19.798      283.000   116096.000       35.000     2600.000       25.000      155.000       77.000        0.000       65.571        0.000       11.765       21.453        1.211        0.000        2.700        2.711        3.837
   30600.000 -1558300.496   143750.255    86293.130   184342.848     1059.540 -2235604.081   261857.812    42023.203       27.489       55.412     7646.762       19.662      276.000   116010.000       40.000     2602.000       35.000      154.000       75.000        0.000       66.955        0.000        8.997       20.934        3.114        0.000        2.962        2.974        4.000
   30700.000 -1556433.135   142827.798    86104.591   185132.149     1099.149 -2231664.730   260067.910    42370.124       27.414       55.416     7525.971       19.579      265.000   115872.000       33.000     2627.000       29.000      156.000       74.000        0.000       66.955        0.000        8.997       21.280        2.768        0.000        2.910        2.918        3.947
   30800.000 -1556797.337   141208.451    85852.750   185163.544     1109.658 -2231484.116   261352.376    42698.781       27.366       55.411     7657.388       19.349      279.000   116354.000       30.000     2577.000       46.000      160.000       82.000        0.000       65.917        0.000       11.073       21.280        1.730        0.000        2.782        2.789        3.848
   30900.000 -1555540.307   143891.257    86471.171   184964.473     1125.497 -2228241.787   256249.082    42450.324       27.370       55.485     7703.441       19.455      269.000   115940.000       39.000     2538.000       21.000      156.000       72.000        0.000       64.879        0.000        9.689       22.145        3.287        0.000        2.883        2.895        3.909
   31000.000 -1556214.631   142398.726    86156.234   185089.181     1127.016 -2229865.464   258879.676    42638.583       27.243       55.432     7634.821       19.603      271.000   115950.000       32.000     2613.000       26.000      156.000       75.000        0.000       66.436        0.000       10.381       19.723        3.460        0.000        2.707        2.720        3.803
   31100.000 -1557451.574   141638.671    86467.521   185297.080     1137.681 -2233241.209   261248.683    42407.810       27.307       55.378     7660.309       19.593      286.000   115876.000       37.000     2620.000       26.000      178.000       84.000        0.000       66.436        0.000        8.997       22.837        1.730        0.000        2.993        3.005        4.006
   31200.000 -1557693.377   142779.191    86105.168   185071.263     1093.105 -2233119.372   260377.268    43127.909       27.302       55.411     7602.586       19.424      272.000   116080.000       36.000     2585.000       30.000      170.000       77.000        0.000       64.187        0.000       11.765       23.183        0.865        0.000        2.752        2.766        3.863
   31300.000 -1556324.775   140918.572    86632.423   185503.970     1192.343 -2231575.609   261003.525    43126.868       27.302       55.391     7753.936       19.621      283.000   115706.000       39.000     2628.000       28.000      164.000       79.000        0.000       70.934        0.000        7.612       20.761        0.692        0.000        2.875        2.885        3.897
   31400.000 -1558770.676   143113.453    86237.080   185752.112     1185.249 -2232320.775   257262.204    42678.923       27.336       55.398     7666.294       19.014      283.000   116038.000       38.000     2639.000       45.000      163.000       85.000        0.000       66.090        0.000        8.997       24.221        0.692        0.000        2.755        2.766        3.719
   31500.000 -1556360.496   140354.569    85956.100   184974.767     1117.354 -2228716.658   259953.372    43408.510       27.277       55.438     7708.364       18.950      277.000   115852.000       46.000     2564.000       41.000      159.000       83.000        0.000       64.706        0.000        9.689       23.529        2.076        0.000        2.750        2.764        3.650
   31600.000 -1556110.446   142629.885    85768.843   185733.806     1071.071 -2231223.329   259909.278    42620.250       27.303       55.399     7650.222       19.063      274.000   115968.000       43.000     2595.000       32.000      139.000       82.000        0.000       67.647        0.000        8.997       22.664        0.692        0.000        2.478        2.492        3.450
   31700.000 -1556672.160   142792.366    86245.550   185435.869     1221.654 -2233717.725   261350.126    41823.498       27.274       55.419     7690.691       19.359      274.000   116190.000       41.000     2648.000       37.000      160.000       76.000        0.000       65.571        0.000       11.765       20.934        1.730        0.000        2.553        2.563        3.593
   31800.000 -1558189.413   144815.172    85991.357   184975.611     1177.141 -2230042.003   254893.309    42584.206       27.282       55.437     7594.441       19.443      280.000   115992.000       33.000     2616.000       30.000      152.000       85.000        0.000       66.436        0.000       11.073       20.588        1.903        0.000        2.607        2.619        3.664
   31900.000 -1556415.629   143335.893    85161.276   185119.547     1144.059 -2230628.805   259452.402    42314.054       27.353       55.416     7589.119       19.194      263.000   116030.000       33.000     2614.000       32.000      170.000       81.000        0.000       66.609        0.000        8.997       22.837        1.557        0.000        2.678        2.687        3.708
   32000.000 -1557669.854   141327.948    86592.803   185425.141     1009.753 -2232719.601   260694.103    43297.356       27.265       55.409     7705.832       19.554      279.000   115988.000       42.000     2598.000       23.000      150.000       91.000        0.000       67.474        0.000       10.381       21.280        0.865        0.000        2.628        2.645        3.772
   32100.000 -1557663.958   142257.515    85357.465   184900.760     1082.908 -2233560.684   262298.077    42023.594       27.345       55.403     7496.515       19.726      285.000   116180.000       30.000     2605.000       27.000      161.000       89.000        0.000       66.782        0.000        6.920       23.356        2.941        0.000        2.634        2.650        3.781
   32200.000 -1557544.601   144459.134    85780.761   184901.333     1145.827 -2232932.919   259101.263    41677.108       27.405       55.421     7561.145       19.656      259.000   115876.000       35.000     2628.000       35.000      164.000       87.000        0.000       66.263        0.000        9.689       22.491        1.557        0.000        2.808        2.819        3.886
   32300.000 -1556813.084   142643.794    86918.627   184770.825     1139.734 -2233817.983   261531.919    42652.965       27.311       55.387     7434.860       19.058      283.000   115970.000       37.000     2509.000       27.000      177.000       82.000        0.000       67.820        0.000        8.997       21.972        1.211        0.000        2.756        2.772        3.777
   32400.000 -1557288.300   142779.959    86286.633   185460.502     1157.686 -2234758.779   261785.698    43122.284       27.293       55.445     7397.422       19.059      276.000   115692.000       42.000     2599.000       24.000      167.000       84.000        0.000       67.647        0.000        6.920       23.529        1.903        0.000        2.588        2.602        3.678
   32500.000 -1556487.233   142368.911    85933.142   185270.162     1089.427 -2233475.294   262326.418    41880.905       27.322       55.396     7406.827       18.995      275.000   115876.000       34.000     2587.000       25.000      167.000       84.000        0.000       67.301        0.000        8.304       22.491        1.903        0.000        2.498        2.513        3.577
   32600.000 -1554783.594   140592.271    86965.338   185124.294     1066.896 -2232442.614   263910.221    42965.912       27.319       55.371     7365.237       18.983      286.000   115894.000       45.000     2561.000       26.000      163.000       79.000        0.000       66.782        0.000        9.689       22.145        1.384        0.000        2.790        2.805        3.789
   32700.000 -1555977.801   143682.065    85358.999   185025.498     1193.340 -2229537.198   258299.495    42925.653       27.408       55.448     7354.523       19.083      289.000   115778.000       34.000     2541.000       36.000      168.000       81.000        0.000       67.128        0.000       10.381       21.280        1.211        0.000        2.877        2.893        3.858
   32800.000 -1556897.201   141780.646    85795.335   185229.477     1208.767 -2232895.783   261984.357    42556.001       27.411       55.414     7460.270       18.719      280.000   116050.000       46.000     2595.000       31.000      153.000       79.000        0.000       68.685        0.000        8.304       21.107        1.903        0.000        2.889        2.902        3.796
   32900.000 -1556734.574   144820.654    86037.970   185171.326     1139.535 -2232866.616   258962.557    42256.684       27.403       55.383     7493.240       19.328      283.000   115806.000       35.000     2566.000       41.000      160.000       77.000        0.000       70.069        0.000        6.228       22.664        1.038        0.000        2.914        2.925        3.945
   33000.000 -1556591.793   143545.020    85803.455   185017.999     1161.627 -2230648.356   258528.461    42618.963       27.444       55.401     7472.013       19.204      285.000   116160.000       37.000     2552.000       40.000      174.000       80.000        0.000       67.474        0.000        6.228       24.740        1.557        0.000        2.962        2.971        3.958
   33100.000 -1556403.617   141139.319    86546.766   185426.313     1269.297 -2230791.338   260006.025    42858.237       27.384       55.410     7333.880       19.053      275.000   116056.000       45.000     2604.000       30.000      156.000       87.000        0.000       68.339        0.000        4.844       25.260        1.557        0.000        2.813        2.827        3.790
   33200.000 -1556600.441   141828.488    86385.549   185204.186     1178.922 -2231419.912   260222.325    42500.230       27.450       55.448     7318.551       19.059      277.000   116196.000       39.000     2534.000       33.000      173.000       81.000        0.000       66.955        0.000        7.612       22.837        2.595        0.000        2.660        2.677        3.656
   33300.000 -1556391.055   140391.760    86475.066   185300.885     1187.364 -2232772.953   263026.823    43031.341       27.402       55.344     7413.394       19.065      286.000   116122.000       38.000     2537.000       31.000      154.000       77.000        0.000       68.166        0.000        7.612       22.664        1.557        0.000        2.597        2.609        3.614
   33400.000 -1556022.396   141849.667    86140.545   184779.250     1208.461 -2230565.330   260565.012    42222.038       27.496       55.405     7601.475       19.429      286.000   115994.000       40.000     2529.000       34.000      183.000       81.000        0.000       66.263        0.000        9.689       22.837        1.211        0.000        2.793        2.807        3.848
   33500.000 -1556880.811   143425.677    86372.981   184860.099     1123.524 -2230749.595   258086.503    42167.726       27.513       55.441     7484.571       19.177      298.000   115734.000       38.000     2440.000       36.000      144.000       84.000        0.000       69.377        0.000        6.228       22.837        1.557        0.000        3.087        3.099        4.040
   33600.000 -1555185.612   145152.427    86021.135   184888.173     1073.290 -2229973.083   257652.447    42115.842       27.465       55.408     7427.578       18.733      281.000   115770.000       43.000     2538.000       22.000      159.000       74.000        0.000       66.263        0.000        7.612       23.183        2.941        0.000        2.974        2.992        3.954
   33700.000 -1556641.312   144493.370    85454.144   184920.695     1124.949 -2233268.201   260633.731    42284.780       27.622       55.411     7319.207       18.915      273.000   116142.000       37.000     2537.000       32.000      168.000       93.000        0.000       66.609        0.000        8.304       23.875        1.211        0.000        3.049        3.063        4.038
   33800.000 -1557361.054   144932.849    86929.982   184571.030     1117.079 -2231758.763   256846.769    42780.141       27.780       55.446     7273.053       18.797      268.000   116052.000       39.000     2463.000       31.000      150.000       81.000        0.000       65.571        0.000        9.689       22.664        2.076        0.000        3.236        3.248        4.176
   33900.000 -1557226.739   143115.101    86128.972   184921.851     1249.449 -2231097.476   258455.363    42968.922       27.692       55.425     7511.635       18.953      269.000   115808.000       40.000     2543.000       37.000      175.000       81.000        0.000       68.166        0.000        6.228       22.318        3.287        0.000        3.146        3.156        4.090
   34000.000 -1556857.722   142313.167    86461.088   184823.799     1114.007 -2231743.952   260174.169    43848.283       27.601       55.421     7561.880       18.918      269.000   115992.000       46.000     2548.000       30.000      169.000       80.000        0.000       67.128        0.000        8.997       22.318        1.557        0.000        2.885        2.896        3.883
   34100.000 -1556197.833   145516.002    86332.030   185070.292     1163.353 -2231489.707   257210.197    42445.141       27.422       55.440     7484.563       19.086      289.000   115904.000       44.000     2548.000       34.000      149.000       84.000        0.000       66.955        0.000        5.536       24.394        3.114        0.000        2.560        2.573        3.683
   34200.000 -1557183.234   144359.942    86741.290   184798.053     1126.704 -2230875.222   256665.998    42637.566       27.563       55.385     7610.011       19.150      294.000   115814.000       39.000     2612.000       27.000      154.000       84.000        0.000       66.782        0.000        8.997       22.318        1.903        0.000        3.074        3.089        4.090
   34300.000 -1557802.184   141266.308    86418.231   184391.698     1106.879 -2232517.804   261532.504    43246.659       27.544       55.396     7638.827       19.284      280.000   116196.000       38.000     2613.000       24.000      176.000       86.000        0.000       71.626        0.000        6.228       22.145        0.000        0.000        2.928        2.938        4.031
   34400.000 -1556314.080   143611.734    85218.960   184909.569     1127.365 -2226050.333   254868.625    42033.544       27.520       55.424     7509.362       19.019      285.000   116050.000       41.000     2609.000       19.000      172.000       74.000        0.000       67.820        0.000        8.304       22.318        1.557        0.000        2.997        3.012        4.003
   34500.000 -1556947.317   142709.622    86403.426   185443.773     1104.797 -2234001.935   261392.999    43497.579       27.492       55.404     7441.514       19.137      278.000   116044.000       43.000     2517.000       19.000      155.000       79.000        0.000       69.896        0.000        6.228       22.145        1.730        0.000        3.150        3.162        4.086
   34600.000 -1557349.794   142917.863    85206.651   185196.626     1193.662 -2231353.002   259488.406    42536.007       27.498       55.432     7505.091       19.402      276.000   115936.000       41.000     2508.000       19.000      134.000       80.000        0.000       66.782        0.000        6.920       23.702        2.595        0.000        2.996        3.008        4.023
   34700.000 -1555780.973   141229.373    86082.961   185681.641     1178.781 -2230963.334   261009.605    42086.628       27.539       55.405     7527.380       19.653      284.000   115660.000       39.000     2567.000       15.000      152.000       79.000        0.000       66.609        0.000        8.997       23.183        1.211        0.000        3.205        3.216        4.242
   34800.000 -1553908.912   141891.767    85909.723   185094.488     1113.929 -2229392.931   261474.113    42632.602       27.439       55.408     7475.854       19.947      283.000   115976.000       38.000     2591.000       15.000      173.000       83.000        0.000       69.031        0.000        8.997       20.069        1.903        0.000        3.058        3.071        4.243
   34900.000 -1557007.095   144096.701    85874.100   185184.098     1122.425 -2231643.802   258359.383    42504.819       27.523       55.400     7562.609       20.220      283.000   115882.000       44.000     2470.000       24.000      148.000       78.000        0.000       67.993        0.000       11.073       19.550        1.384        0.000        2.931        2.942        4.136
   35000.000 -1556335.309   143840.159    85676.697   185089.306     1094.191 -2231339.040   259303.378    42348.875       27.701       55.438     7542.525       20.028      283.000   115782.000       44.000     2523.000       21.000      146.000       80.000        0.000       66.263        0.000        8.997       22.491        2.249        0.000        3.373        3.386        4.450
   35100.000 -1557043.607   144101.127    86628.891   184933.694     1124.524 -2232872.094   259040.250    42852.741       27.620       55.423     7504.762       19.897      287.000   116082.000       38.000     2597.000       24.000      155.000       77.000        0.000       67.993        0.000       10.381       20.934        0.692        0.000        3.280        3.294        4.393
   35200.000 -1556862.181   143689.238    86685.861   185150.049     1158.120 -2233241.724   259696.275    43263.234       27.533       55.423     7436.691       20.144      272.000   116218.000       45.000     2592.000       20.000      150.000       78.000        0.000       66.782        0.000        6.228       24.394        2.595        0.000        2.808        2.820        4.071
   35300.000 -1557655.557   144678.940    85429.845   185480.166     1182.092 -2234505.936   260079.336    42362.010       27.502       55.432     7524.547       20.092      273.000   115868.000       46.000     2649.000       26.000      171.000       84.000        0.000       68.166        0.000        8.997       21.972        0.865        0.000        2.898        2.912        4.170
   35400.000 -1556046.216   144049.602    86146.031   185410.678     1128.459 -2234280.139   261499.153    43374.784       27.386       55.429     7557.179       20.074      277.000   116118.000       45.000     2577.000       26.000      158.000       80.000        0.000       66.090        0.000        8.304       22.145        3.460        0.000        2.864        2.877        4.054
   35500.000 -1556975.251   141972.635    86263.908   184664.479     1117.799 -2231168.038   260173.966    42601.399       27.409       55.439     7622.128       20.152      278.000   116000.000       47.000     2585.000       24.000      153.000       83.000        0.000       65.052        0.000       11.765       21.799        1.384        0.000        2.724        2.735        4.040
   35600.000 -1556646.170   143012.287    85703.504   184736.533     1096.201 -2229642.074   258447.378    42525.275       27.461       55.419     7644.123       19.865      296.000   115994.000       40.000     2598.000       16.000      175.000       84.000        0.000       67.993        0.000        6.228       23.702        2.076        0.000        2.961        2.970        4.170
   35700.000 -1555301.540   143655.657    85301.250   185145.396     1135.300 -2231158.875   260619.730    42744.742       27.537       55.404     7631.932       20.156      293.000   115638.000       40.000     2564.000       17.000      147.000       88.000        0.000       68.858        0.000        6.228       22.145        2.768        0.000        2.963        2.973        4.278
   35800.000 -1555887.986   143074.077    86121.982   184958.405     1122.254 -2229780.053   258615.350    42564.328       27.389       55.406     7539.393       19.760      271.000   115994.000       46.000     2551.000       26.000      172.000       84.000        0.000       65.917        0.000        8.304       23.875        1.903        0.000        2.930        2.940        4.158
   35900.000 -1556236.107   141079.900    85455.602   185332.835     1172.345 -2230247.112   260970.323    42682.267       27.510       55.401     7540.673       20.021      274.000   115738.000       45.000     2594.000       23.000      174.000       71.000        0.000       69.031        0.000        4.152       24.394        2.422        0.000        3.011        3.018        4.279
   36000.000 -1555423.709   143902.960    86263.325   184660.242     1127.713 -2230267.967   258890.019    42160.562       27.585       55.417     7548.764       19.843      277.000   116076.000       49.000     2563.000       20.000      153.000       77.000        0.000       67.647        0.000        9.689       19.896        2.768        0.000        3.029        3.044        4.229
   36100.000 -1556361.594   141808.255    86102.814   185383.732     1126.614 -2230626.577   259843.568    42967.124       27.597       55.416     7493.308       19.600      275.000   115724.000       41.000     2563.000       16.000      162.000       85.000        0.000       67.474        0.000        8.304       21.107        3.114        0.000        3.013        3.028        4.282
   36200.000 -1555959.704   141420.927    86178.792   185456.704     1125.972 -2232107.843   261965.744    42691.440       27.662       55.413     7521.989       19.611      270.000   115850.000       40.000     2493.000       23.000      153.000       85.000        0.000       67.820        0.000        7.612       23.529        1.038        0.000        3.171        3.188        4.400
   36300.000 -1558026.129   141933.051    85516.152   185122.829     1194.748 -2232241.445   260448.538    43105.801       27.560       55.376     7595.091       19.889      289.000   115824.000       41.000     2496.000       17.000      158.000       87.000        0.000       68.339        0.000        8.304       22.145        1.211        0.000        3.006        3.020        4.236
   36400.000 -1555552.041   140563.364    85840.730   185370.699     1140.456 -2227653.945   259186.655    42757.299       27.522       55.392     7566.568       19.612      275.000   115626.000       46.000     2537.000       29.000      155.000       87.000        0.000       70.415        0.000        6.228       22.145        1.211        0.000        2.869        2.882        4.182
   36500.000 -1555451.123   143352.850    85779.983   185490.185     1137.062 -2230878.850   259667.648    43554.499       27.610       55.413     7780.491       20.043      286.000   115842.000       50.000     2554.000       18.000      162.000       95.000        0.000       64.879        0.000        8.304       23.875        2.941        0.000        3.010        3.026        4.317
   36600.000 -1558200.479   147076.567    86749.923   185429.521     1124.150 -2233698.720   255118.081    42496.511       27.527       55.442     7725.453       19.667      292.000   116402.000       44.000     2508.000       19.000      145.000       81.000        0.000       70.415        0.000        6.228       21.453        1.903        0.000        3.132        3.146        4.423
