	Time[ps] Energy[kJ/mol]		Bond 		Angle 		Dihedral 	Planarity 	   Coulomb 			VdW 	SAS_HSA     Rg_HSA1 		Rg_HSA2  	SAS_HA 		  Rg_HA 	HA-HSA_Hbo 	HSA-HSA-Hbo 	HSA-HSA-HP HSA-HSA-HP     CationPi 		PiPi 		 Ionic 		Ion_dist 		helix 		 sheet		   turn  	   coil 	3-10 helix 		Other  			CA 		 Backbone 	HeavyAtoms
   43500.000 -1556941.168   143999.729    85310.270   185509.327     1059.754 -2229884.232   257063.983    42802.317       27.521       55.411     7789.502       20.710      289.000   115746.000       32.000     2451.000       18.000      140.000       87.000        0.000       66.782        0.000        6.920       24.740        1.557        0.000        2.740        2.750        4.466
   43600.000 -1556372.170   142121.712    85512.334   185336.525     1044.677 -2226810.156   256422.739    42694.451       27.524       55.387     7925.261       20.511      305.000   115934.000       37.000     2490.000       13.000      173.000       77.000        0.000       67.820        0.000        8.997       22.318        0.865        0.000        3.104        3.115        4.628
   43700.000 -1555233.610   139963.133    85913.622   185016.885     1180.739 -2228337.316   261029.326    42961.522       27.534       55.336     7812.883       20.551      285.000   115798.000       35.000     2515.000       18.000      156.000       81.000        0.000       71.280        0.000        5.536       21.453        1.730        0.000        2.986        2.997        4.453
   43800.000 -1557163.358   142976.368    86036.729   185320.679     1113.973 -2230709.582   258098.474    42198.659       27.751       55.407     7790.356       20.513      279.000   115796.000       42.000     2443.000       15.000      167.000       80.000        0.000       67.647        0.000        8.304       21.280        2.768        0.000        3.239        3.248        4.670
   43900.000 -1557090.454   141614.330    85264.911   184872.136     1104.861 -2228169.596   258222.904    43641.601       27.667       55.393     7952.562       20.623      287.000   115890.000       37.000     2570.000       18.000      180.000       84.000        0.000       67.128        0.000        8.997       23.183        0.692        0.000        3.273        3.284        4.712
   44000.000 -1556782.412   145577.939    86555.371   184184.389     1088.225 -2228751.179   254562.843    41939.777       27.678       55.432     7944.591       20.784      294.000   115674.000       35.000     2456.000       17.000      172.000       78.000        0.000       69.550        0.000        7.612       22.145        0.692        0.000        3.310        3.320        4.783
   44100.000 -1556305.581   143078.613    86462.139   184629.286     1129.915 -2232129.950   260524.416    43670.020       27.688       55.369     7760.844       20.740      285.000   115830.000       39.000     2535.000       26.000      156.000       76.000        0.000       66.609        0.000        8.304       22.837        2.249        0.000        3.075        3.086        4.598
   44200.000 -1555807.508   142105.709    85850.881   185022.793     1150.340 -2228654.156   258716.926    41975.579       27.578       55.385     7931.820       21.090      281.000   115854.000       34.000     2517.000       17.000      169.000       82.000        0.000       65.052        0.000        8.997       23.356        2.595        0.000        2.886        2.898        4.558
   44300.000 -1557210.110   145672.808    86665.149   184585.726     1237.087 -2232161.942   256791.062    41970.001       27.762       55.413     7861.777       20.696      272.000   115744.000       35.000     2534.000       24.000      163.000       83.000        0.000       68.339        0.000        7.612       23.356        0.692        0.000        3.278        3.289        4.765
   44400.000 -1557390.604   142869.196    86237.715   184916.364     1140.400 -2232976.082   260421.804    42175.517       27.592       55.384     7808.506       20.460      292.000   115914.000       32.000     2558.000       25.000      161.000       92.000        0.000       68.339        0.000        6.228       24.567        0.865        0.000        2.942        2.950        4.503
   44500.000 -1557314.164   142681.041    86205.262   184762.300     1091.476 -2231018.978   258964.734    41966.629       27.696       55.381     7827.896       20.801      294.000   116100.000       37.000     2452.000       20.000      134.000       77.000        0.000       64.187        0.000       11.073       22.318        2.422        0.000        3.016        3.029        4.651
   44600.000 -1558679.814   142735.451    85993.830   184772.054     1149.914 -2233829.505   260498.443    41748.758       27.654       55.401     7899.949       20.596      291.000   116042.000       33.000     2547.000       19.000      159.000       79.000        0.000       70.242        0.000        4.844       24.221        0.692        0.000        3.394        3.405        4.867
   44700.000 -1555601.691   142817.414    86408.177   184966.030     1125.697 -2229050.018   258131.009    42438.301       27.566       55.393     7885.588       20.543      290.000   115770.000       35.000     2619.000       26.000      161.000       82.000        0.000       70.069        0.000        6.920       21.453        1.557        0.000        3.170        3.180        4.742
   44800.000 -1556667.290   144435.581    85801.111   184527.634     1098.230 -2231548.965   259019.118    42623.901       27.690       55.427     7928.422       20.732      276.000   115806.000       32.000     2518.000       21.000      150.000       77.000        0.000       68.512        0.000        8.304       23.183        0.000        0.000        3.146        3.156        4.740
   44900.000 -1555784.431   139756.638    86183.392   185030.167     1183.565 -2229240.546   261302.353    42264.108       27.584       55.375     7951.228       20.883      283.000   115826.000       35.000     2590.000       13.000      170.000       73.000        0.000       65.571        0.000       10.381       22.491        1.557        0.000        3.090        3.097        4.752
   45000.000 -1557699.212   140984.361    86010.960   185272.994     1110.012 -2231082.440   260004.900    42986.784       27.527       55.399     7960.764       20.875      289.000   115886.000       34.000     2574.000       13.000      164.000       69.000        0.000       68.512        0.000       10.381       19.204        1.903        0.000        2.886        2.893        4.661
   45100.000 -1556772.808   143955.198    85856.731   185002.177     1124.207 -2231362.600   258651.479    43606.333       27.537       55.406     7890.021       20.392      293.000   115732.000       29.000     2560.000       25.000      181.000       78.000        0.000       70.069        0.000        6.228       21.972        1.730        0.000        3.050        3.058        4.730
   45200.000 -1557169.348   143608.577    86628.889   185010.021     1075.733 -2233414.590   259922.023    43405.590       27.641       55.389     7821.064       20.246      293.000   115794.000       34.000     2535.000       15.000      158.000       74.000        0.000       69.377        0.000        6.228       22.491        1.903        0.000        3.360        3.369        4.799
   45300.000 -1557019.724   144067.764    86310.343   184798.039     1221.095 -2231584.553   258167.589    41863.633       27.579       55.455     7975.551       20.280      282.000   115840.000       29.000     2571.000       15.000      153.000       86.000        0.000       66.609        0.000       11.073       21.107        1.211        0.000        3.349        3.359        4.821
   45400.000 -1557868.991   142649.814    86082.930   184950.023     1158.688 -2233962.943   261252.498    42765.190       27.641       55.377     7833.202       20.287      283.000   116214.000       35.000     2594.000       17.000      168.000       86.000        0.000       69.377        0.000       11.765       18.166        0.692        0.000        3.440        3.453        4.847
   45500.000 -1558116.406   144932.919    85524.308   184883.187     1139.357 -2233890.041   259293.864    42485.518       27.571       55.432     7877.973       20.368      295.000   116194.000       39.000     2580.000       15.000      174.000       69.000        0.000       69.031        0.000        9.689       20.069        1.211        0.000        2.907        2.914        4.510
   45600.000 -1557895.706   146066.430    85745.730   185087.739     1091.593 -2230524.576   254637.378    42076.794       27.453       55.449     7895.953       20.548      282.000   115800.000       34.000     2566.000       30.000      172.000       66.000        0.000       68.339        0.000       10.381       19.723        1.557        0.000        2.798        2.810        4.422
   45700.000 -1555838.813   139956.465    85197.912   185628.379     1166.204 -2226285.177   258497.403    43055.424       27.404       55.357     7929.768       20.470      284.000   115806.000       36.000     2630.000       24.000      192.000       75.000        0.000       66.090        0.000       11.765       21.280        0.865        0.000        3.029        3.041        4.591
   45800.000 -1556837.772   142288.948    85357.763   185059.499     1097.075 -2231254.682   260613.624    43565.635       27.562       55.390     7796.693       20.281      271.000   116026.000       36.000     2487.000       18.000      185.000       71.000        0.000       67.647        0.000        7.612       21.107        3.633        0.000        3.127        3.138        4.664
   45900.000 -1556439.162   141823.882    86238.335   184788.168     1154.396 -2230235.826   259791.882    42390.557       27.466       55.371     7879.069       20.671      272.000   116012.000       34.000     2545.000       25.000      173.000       75.000        0.000       66.782        0.000        8.304       23.010        1.903        0.000        2.923        2.935        4.581
   46000.000 -1556026.778   141966.585    86076.726   184931.454     1159.020 -2230424.869   260264.307    42275.420       27.475       55.375     7881.221       20.729      289.000   115974.000       30.000     2571.000       26.000      171.000       87.000        0.000       69.031        0.000        8.304       21.799        0.865        0.000        2.875        2.884        4.620
   46100.000 -1557333.436   141913.250    86019.186   184811.109     1062.952 -2230998.312   259858.380    42661.597       27.377       55.392     7794.201       20.667      286.000   116198.000       31.000     2554.000       18.000      178.000       75.000        0.000       67.474        0.000        6.920       22.837        2.768        0.000        2.868        2.876        4.608
   46200.000 -1556530.011   142502.929    86645.623   184936.961     1194.318 -2230578.725   258768.884    43157.546       27.402       55.420     7916.583       20.634      288.000   115994.000       34.000     2579.000       23.000      171.000       79.000        0.000       71.280        0.000        6.228       21.453        1.038        0.000        2.801        2.810        4.571
   46300.000 -1556256.920   141756.432    86414.869   185241.694     1123.050 -2232658.686   261865.722    43154.792       27.545       55.370     7872.396       20.559      284.000   115636.000       31.000     2548.000       19.000      174.000       80.000        0.000       68.166        0.000        8.997       21.107        1.730        0.000        3.102        3.117        4.715
   46400.000 -1556746.353   142168.463    86636.329   185116.794     1088.305 -2233496.408   261740.164    43651.926       27.361       55.378     7780.952       20.475      300.000   116082.000       29.000     2558.000       19.000      162.000       78.000        0.000       69.550        0.000        6.920       21.453        2.076        0.000        3.086        3.097        4.720
   46500.000 -1557869.356   143428.392    85158.358   184862.325     1186.913 -2232357.766   259852.422    42680.859       27.390       55.409     7802.220       20.711      278.000   116156.000       26.000     2566.000       25.000      163.000       88.000        0.000       68.339        0.000        8.997       21.972        0.692        0.000        3.059        3.071        4.664
   46600.000 -1556292.596   144438.310    86090.458   185021.330     1220.799 -2225690.140   252626.646    42743.987       27.394       55.438     7855.967       20.658      276.000   115712.000       31.000     2534.000       21.000      167.000       86.000        0.000       68.512        0.000        9.689       19.896        1.903        0.000        3.073        3.085        4.757
   46700.000 -1558770.234   141779.925    86139.336   185223.975     1121.400 -2235662.272   262627.402    43402.985       27.315       55.399     7685.761       20.508      279.000   116246.000       33.000     2569.000       18.000      178.000       85.000        0.000       69.204        0.000        6.920       22.318        1.557        0.000        2.777        2.791        4.508
   46800.000 -1555848.475   142004.780    85249.923   185404.459     1123.656 -2229849.797   260218.505    42870.791       27.235       55.397     7715.804       20.535      280.000   116176.000       31.000     2616.000       21.000      189.000       82.000        0.000       69.031        0.000        6.920       23.183        0.865        0.000        2.774        2.787        4.518
   46900.000 -1559568.753   142271.990    85830.364   185177.834     1142.479 -2234524.211   260532.791    42662.309       27.394       55.384     7740.069       20.388      287.000   116092.000       33.000     2596.000       20.000      172.000       81.000        0.000       66.263        0.000        8.997       23.010        1.730        0.000        2.738        2.749        4.470
   47000.000 -1556551.733   141549.770    85951.156   184828.445     1154.314 -2234093.038   264057.621    42648.408       27.394       55.436     7901.962       20.460      296.000   115872.000       27.000     2536.000       15.000      156.000       87.000        0.000       67.474        0.000       10.381       21.453        0.692        0.000        2.753        2.770        4.443
   47100.000 -1556402.155   142097.324    85539.588   185052.763     1215.679 -2231946.959   261639.450    42820.711       27.244       55.409     7734.357       20.759      284.000   115896.000       30.000     2552.000       16.000      159.000       91.000        0.000       68.166        0.000        8.997       20.069        2.768        0.000        2.765        2.779        4.519
   47200.000 -1557361.315   141740.517    85966.154   185093.559     1087.384 -2230801.462   259552.532    43060.506       27.234       55.453     7810.462       20.569      302.000   115888.000       33.000     2529.000       15.000      151.000       80.000        0.000       67.128        0.000        6.920       23.529        2.422        0.000        2.601        2.613        4.424
   47300.000 -1557077.475   142744.408    86745.388   185423.885     1128.364 -2231255.936   258136.416    41334.080       27.241       55.399     7784.701       20.482      277.000   115454.000       31.000     2571.000        9.000      160.000       73.000        0.000       67.647        0.000        8.997       22.664        0.692        0.000        2.557        2.570        4.397
   47400.000 -1556872.315   139670.167    85887.408   185001.324     1105.590 -2230205.102   261668.298    42870.426       27.140       55.397     7585.265       20.291      280.000   115730.000       28.000     2560.000       26.000      165.000       82.000        0.000       62.803        0.000       11.073       24.221        1.903        0.000        2.496        2.515        4.286
   47500.000 -1557193.832   141625.879    86477.355   184713.651     1032.115 -2235151.502   264108.671    42918.402       27.258       55.401     7709.033       20.521      292.000   115810.000       33.000     2632.000       23.000      182.000       77.000        0.000       65.398        0.000        9.689       24.913        0.000        0.000        2.817        2.830        4.410
   47600.000 -1557760.088   144097.620    86093.940   185166.584     1135.516 -2235071.008   260817.261    43455.776       27.355       55.419     7633.603       20.528      301.000   115798.000       32.000     2625.000       21.000      162.000       80.000        0.000       63.841        0.000       11.765       22.664        1.730        0.000        2.872        2.887        4.482
   47700.000 -1557564.723   142450.962    85804.640   185165.229     1060.126 -2232337.485   260291.806    43478.840       27.201       55.416     7626.261       20.406      284.000   115992.000       30.000     2618.000       10.000      176.000       80.000        0.000       71.107        0.000        4.844       22.491        1.557        0.000        2.794        2.809        4.353
   47800.000 -1556606.671   143688.608    85690.644   185137.075     1126.923 -2231137.834   258887.913    43048.420       27.223       55.428     7530.389       20.279      285.000   115930.000       28.000     2622.000       18.000      159.000       87.000        0.000       66.609        0.000       10.381       23.010        0.000        0.000        2.823        2.832        4.397
   47900.000 -1556868.369   141983.433    86433.749   185062.155     1129.221 -2230443.549   258966.622    43228.855       27.277       55.430     7589.669       20.470      283.000   115976.000       30.000     2623.000       15.000      181.000       85.000        0.000       64.187        0.000        6.920       27.509        1.384        0.000        2.942        2.957        4.482
   48000.000 -1557485.204   145253.903    86112.467   185012.339     1177.574 -2233214.110   258172.624    41756.539       27.353       55.432     7574.035       20.094      287.000   115722.000       26.000     2603.000       22.000      189.000       80.000        0.000       65.744        0.000        8.997       23.183        2.076        0.000        2.960        2.975        4.486
   48100.000 -1557754.722   144166.224    86220.658   184647.288     1157.124 -2233745.421   259799.405    43604.033       27.313       55.387     7586.676       20.682      303.000   116248.000       25.000     2614.000       20.000      148.000       80.000        0.000       65.052        0.000        9.689       24.394        0.865        0.000        2.829        2.844        4.534
   48200.000 -1556671.025   143701.012    86159.406   184664.961     1143.923 -2233150.328   260810.000    42833.195       27.364       55.424     7763.034       21.027      300.000   115800.000       33.000     2541.000       16.000      164.000       82.000        0.000       66.609        0.000        6.920       25.779        0.692        0.000        2.981        2.995        4.670
   48300.000 -1556313.244   144421.087    86258.756   185148.215     1188.395 -2231253.560   257923.863    42567.032       27.567       55.415     7654.892       21.028      277.000   115796.000       25.000     2519.000       10.000      176.000       71.000        0.000       64.879        0.000       11.765       21.799        1.557        0.000        2.767        2.780        4.620
   48400.000 -1556992.737   142538.420    86153.798   184807.227     1221.388 -2230476.263   258762.693    42543.230       27.500       55.411     7676.332       20.430      287.000   115858.000       19.000     2561.000       17.000      166.000       84.000        0.000       67.820        0.000        8.304       21.626        2.249        0.000        2.917        2.934        4.489
   48500.000 -1556114.798   143830.591    86116.744   184981.043     1129.585 -2226637.612   254464.852    41782.611       27.366       55.397     7761.625       20.572      288.000   115574.000       26.000     2577.000       15.000      159.000       81.000        0.000       62.803        0.000       12.457       22.491        2.249        0.000        2.937        2.950        4.577
   48600.000 -1556023.229   140703.383    85777.903   184917.098     1028.035 -2230550.388   262100.739    42326.497       27.388       55.352     7694.869       20.927      304.000   115826.000       25.000     2623.000       23.000      166.000       78.000        0.000       65.744        0.000        8.304       23.529        2.422        0.000        2.755        2.770        4.499
   48700.000 -1556384.010   142761.763    85052.196   185094.151     1063.593 -2231911.312   261555.598    42797.919       27.483       55.401     7781.286       20.858      300.000   115802.000       29.000     2513.000       10.000      170.000       76.000        0.000       63.668        0.000       10.381       23.529        2.422        0.000        2.955        2.964        4.607
   48800.000 -1557792.191   141936.046    85272.796   185085.199     1066.095 -2230668.913   259516.587    43011.156       27.489       55.439     7780.572       21.251      295.000   115892.000       33.000     2484.000       26.000      164.000       83.000        0.000       65.052        0.000       11.073       20.242        3.633        0.000        2.602        2.613        4.565
   48900.000 -1555210.109   142326.876    86331.762   185415.840     1095.302 -2232432.091   262052.202    42527.830       27.524       55.396     7741.086       20.714      289.000   115840.000       28.000     2585.000       22.000      152.000       85.000        0.000       66.090        0.000       11.765       22.145        0.000        0.000        2.726        2.733        4.550
   49000.000 -1554712.931   142706.129    85238.327   185386.152     1162.954 -2227734.041   258527.548    42491.857       27.392       55.411     7829.080       21.116      296.000   115580.000       29.000     2620.000       26.000      193.000       74.000        0.000       67.474        0.000        8.304       22.664        1.557        0.000        2.651        2.664        4.638
   49100.000 -1557451.232   142512.604    85944.603   185431.800     1109.407 -2230542.069   258092.423    41407.908       27.479       55.450     7782.224       20.875      303.000   115682.000       30.000     2650.000       18.000      176.000       77.000        0.000       67.820        0.000        9.689       21.626        0.865        0.000        2.840        2.852        4.589
   49200.000 -1555036.210   143549.190    85606.233   184599.789     1095.763 -2229962.741   260075.555    43195.038       27.481       55.432     7820.770       20.591      288.000   115766.000       29.000     2532.000       17.000      197.000       77.000        0.000       64.879        0.000       11.765       22.664        0.692        0.000        2.761        2.777        4.572
   49300.000 -1555965.611   142708.525    85684.452   184981.624     1177.094 -2230986.362   260469.056    42119.334       27.344       55.395     7855.865       20.769      292.000   115880.000       25.000     2595.000       22.000      165.000       85.000        0.000       65.917        0.000        8.997       23.529        1.557        0.000        2.343        2.353        4.439
   49400.000 -1557854.916   142713.665    85416.813   184974.378     1154.223 -2226267.770   254153.776    41495.868       27.340       55.396     7818.125       20.170      295.000   115682.000       28.000     2579.000        8.000      172.000       85.000        0.000       66.263        0.000        7.612       24.221        1.903        0.000        2.389        2.396        4.306
   49500.000 -1558369.529   143545.654    86536.037   184601.977     1161.364 -2234857.499   260642.938    42489.014       27.365       55.385     7807.165       20.474      286.000   115992.000       30.000     2529.000       14.000      167.000       76.000        0.000       63.841        0.000       10.381       24.048        1.730        0.000        2.415        2.424        4.387
   49600.000 -1558979.575   143168.779    85634.935   184180.391     1156.312 -2235975.481   262855.489    43032.872       27.324       55.417     7945.882       20.833      297.000   116206.000       26.000     2600.000       14.000      192.000       84.000        0.000       65.744        0.000       11.765       20.415        2.076        0.000        2.437        2.450        4.486
   49700.000 -1558185.127   146404.327    86302.329   184778.960     1190.495 -2235050.719   258189.481    42650.172       27.247       55.410     7987.450       21.249      299.000   115938.000       29.000     2631.000       22.000      187.000       84.000        0.000       64.879        0.000        8.997       23.356        2.768        0.000        2.605        2.621        4.745
   49800.000 -1559205.040   145295.157    86262.785   184858.159     1091.521 -2236339.766   259627.105    42496.443       27.351       55.429     8066.622       21.681      292.000   116342.000       38.000     2556.000       11.000      173.000       81.000        0.000       65.744        0.000       11.765       22.491        0.000        0.000        2.565        2.575        4.780
   49900.000 -1555931.721   142952.467    86336.381   184830.950     1081.615 -2229290.967   258157.834    43158.448       27.245       55.426     7995.999       21.797      293.000   115708.000       34.000     2536.000        9.000      183.000       87.000        0.000       66.263        0.000        6.920       25.952        0.865        0.000        2.639        2.653        4.847
   50000.000 -1556007.558   142273.158    86167.431   184775.759     1196.130 -2230471.935   260051.899    43378.937       27.189       55.446     7946.991       21.514      295.000   115978.000       35.000     2625.000       16.000      163.000       83.000        0.000       66.090        0.000        5.536       25.433        2.941        0.000        2.469        2.485        4.680
   50100.000 -1558027.409   143154.991    86935.537   185210.223     1165.297 -2235453.567   260960.110    42482.102       27.192       55.393     8000.267       21.074      281.000   116080.000       29.000     2587.000       18.000      192.000       93.000        0.000       66.263        0.000        8.304       23.183        2.249        0.000        2.568        2.578        4.624
   50200.000 -1558274.213   141436.571    86316.214   184479.792     1157.675 -2236114.431   264449.965    43483.772       27.182       55.415     8012.131       20.806      276.000   115778.000       30.000     2580.000       17.000      173.000       83.000        0.000       70.069        0.000        6.920       22.318        0.692        0.000        2.583        2.593        4.621
   50300.000 -1556527.056   140867.378    85795.017   185120.056     1124.492 -2230338.394   260904.395    41769.478       27.168       55.375     7851.934       20.891      286.000   115662.000       26.000     2530.000       30.000      172.000       86.000        0.000       68.685        0.000        4.844       25.779        0.692        0.000        2.384        2.399        4.507
   50400.000 -1555756.351   142422.350    85386.015   184812.483     1177.744 -2230321.323   260766.381    42167.757       27.075       55.426     7909.845       21.167      280.000   115846.000       25.000     2686.000       18.000      190.000       92.000        0.000       66.436        0.000        8.304       23.356        1.903        0.000        2.343        2.352        4.589
   50500.000 -1556419.483   141979.769    85782.666   184837.643     1099.515 -2229957.086   259838.009    42833.375       27.016       55.404     8009.575       20.404      288.000   115842.000       27.000     2659.000       13.000      193.000       84.000        0.000       66.609        0.000        8.304       23.010        2.076        0.000        2.472        2.483        4.585
   50600.000 -1556596.109   142524.194    86215.050   184779.483     1138.110 -2229709.192   258456.246    42095.605       27.184       55.422     7930.198       19.774      294.000   116130.000       31.000     2642.000       14.000      175.000       92.000        0.000       67.820        0.000        6.228       23.183        2.768        0.000        2.612        2.626        4.433
   50700.000 -1557728.949   141899.310    86070.676   185039.491     1083.184 -2232400.880   260579.270    42177.870       27.110       55.389     7944.743       19.865      306.000   115890.000       29.000     2563.000       22.000      145.000       90.000        0.000       66.090        0.000        9.689       24.221        0.000        0.000        2.419        2.429        4.291
   50800.000 -1556282.874   142590.898    86951.645   185134.505     1038.835 -2231782.299   259783.541    42520.911       27.113       55.446     7891.464       20.023      299.000   116332.000       30.000     2646.000       16.000      177.000       86.000        0.000       66.609        0.000       11.765       20.934        0.692        0.000        2.303        2.320        4.314
   50900.000 -1558766.555   143883.214    86049.634   184764.156     1118.835 -2234025.920   259443.525    42761.363       27.216       55.383     7891.910       19.804      302.000   116240.000       28.000     2591.000       17.000      189.000       96.000        0.000       67.474        0.000        7.612       23.529        1.384        0.000        2.479        2.495        4.260
   51000.000 -1557299.785   143804.037    85653.324   185046.537     1119.139 -2233320.024   260397.202    43306.763       27.222       55.444     7916.390       19.725      280.000   115936.000       31.000     2569.000       17.000      164.000       99.000        0.000       66.263        0.000        8.304       23.183        2.249        0.000        2.419        2.436        4.195
   51100.000 -1557214.890   144933.707    86330.420   184430.934     1108.758 -2231656.413   257637.704    42808.978       27.158       55.466     7913.695       20.143      289.000   116052.000       30.000     2590.000       26.000      185.000       90.000        0.000       68.858        0.000        7.612       22.664        0.865        0.000        2.257        2.274        4.209
   51200.000 -1554850.946   143026.819    86030.052   184828.880     1041.477 -2230030.098   260251.925    42108.969       27.103       55.434     7937.481       20.275      288.000   115716.000       31.000     2542.000       23.000      171.000       83.000        0.000       66.782        0.000        5.536       24.567        3.114        0.000        2.194        2.213        4.223
   51300.000 -1555815.728   143541.875    86971.839   184244.120     1140.966 -2231989.168   260274.640    43432.538       26.911       55.423     7926.671       20.360      290.000   116140.000       35.000     2549.000       19.000      160.000       92.000        0.000       66.436        0.000        6.228       25.260        2.076        0.000        2.414        2.432        4.323
   51400.000 -1556305.564   144693.951    86731.433   184918.396     1150.854 -2232595.805   258795.606    43426.620       27.081       55.444     7995.656       20.254      293.000   115968.000       28.000     2600.000       16.000      181.000       85.000        0.000       65.917        0.000       10.381       21.972        1.730        0.000        2.358        2.369        4.164
   51500.000 -1555050.005   144528.757    86070.524   184578.436     1127.116 -2227072.851   255718.013    42432.349       27.281       55.454     7936.368       20.050      299.000   115516.000       34.000     2526.000       18.000      146.000       82.000        0.000       66.609        0.000       10.381       21.453        1.557        0.000        2.871        2.882        4.414
   51600.000 -1556948.218   143250.292    85621.089   184662.879     1126.416 -2229305.135   257696.240    42703.557       27.187       55.433     7921.852       20.147      289.000   116012.000       37.000     2580.000       14.000      178.000       85.000        0.000       66.782        0.000        8.304       23.702        1.211        0.000        2.614        2.627        4.327
   51700.000 -1556306.784   143155.547    85806.506   184980.795     1140.720 -2232261.796   260871.444    43486.156       27.262       55.415     7921.364       20.035      291.000   115776.000       26.000     2528.000       15.000      151.000       81.000        0.000       66.955        0.000        6.920       24.394        1.730        0.000        2.625        2.639        4.385
   51800.000 -1556642.968   141460.700    85871.902   184399.971     1129.767 -2229214.519   259709.211    43700.936       27.355       55.416     7973.596       19.849      288.000   116028.000       38.000     2528.000       20.000      155.000       79.000        0.000       64.187        0.000       12.457       22.145        1.211        0.000        2.756        2.768        4.370
   51900.000 -1557875.340   145136.989    86614.137   184323.833     1103.746 -2232012.233   256958.187    42777.680       27.382       55.434     7860.873       20.190      281.000   116210.000       28.000     2561.000       18.000      164.000       77.000        0.000       61.246        0.000       13.149       24.048        1.557        0.000        2.887        2.899        4.528
   52000.000 -1556822.141   143528.916    85933.013   184087.301     1094.630 -2230735.396   259269.394    42257.680       27.367       55.423     7754.944       20.091      293.000   115684.000       23.000     2583.000       14.000      163.000       90.000        0.000       64.533        0.000       10.381       22.318        2.768        0.000        2.571        2.586        4.389
   52100.000 -1556337.752   140713.898    85973.024   184687.823     1128.985 -2229901.174   261059.692    42678.162       27.160       55.431     7658.269       19.682      276.000   115680.000       31.000     2579.000       18.000      156.000       92.000        0.000       63.322        0.000        8.997       24.740        2.941        0.000        2.780        2.792        4.453
   52200.000 -1555603.058   144094.794    86046.453   184868.958     1175.264 -2229280.003   257491.476    42434.637       27.439       55.452     7684.153       20.154      290.000   115702.000       27.000     2554.000       19.000      155.000       83.000        0.000       69.031        0.000        6.920       22.318        1.730        0.000        2.682        2.691        4.567
   52300.000 -1557871.671   142377.719    86711.245   184299.544     1061.202 -2233737.375   261415.993    42714.562       27.329       55.420     7620.762       19.985      283.000   116100.000       27.000     2551.000       16.000      151.000       80.000        0.000       69.550        0.000        8.997       20.588        0.865        0.000        2.544        2.559        4.401
   52400.000 -1555894.218   140584.161    85822.794   185313.682     1155.441 -2232134.351   263364.055    43720.212       27.281       55.393     7582.104       20.025      290.000   115962.000       27.000     2573.000       26.000      165.000       74.000        0.000       63.668        0.000        9.689       23.010        3.633        0.000        2.695        2.707        4.496
   52500.000 -1557229.902   142870.522    85548.480   184696.198     1104.200 -2230062.891   258613.589    41892.975       27.347       55.378     7525.558       20.152      288.000   115874.000       27.000     2637.000       21.000      165.000       82.000        0.000       62.630        0.000       11.073       23.183        3.114        0.000        2.492        2.504        4.487
   52600.000 -1555882.379   141803.328    85437.977   183935.483     1161.504 -2229504.194   261283.523    42544.821       27.382       55.390     7545.955       20.075      282.000   116116.000       31.000     2698.000       26.000      189.000       82.000        0.000       66.263        0.000        9.689       22.145        1.903        0.000        2.532        2.542        4.439
   52700.000 -1556127.387   143150.556    86283.335   184449.632     1198.862 -2232544.942   261335.171    42836.280       27.226       55.425     7619.455       19.964      293.000   115790.000       27.000     2606.000       23.000      179.000       90.000        0.000       65.225        0.000        9.689       23.183        1.903        0.000        2.479        2.493        4.387
   52800.000 -1557444.822   143002.101    85891.428   184644.495     1094.156 -2230256.845   258179.843    41848.373       27.435       55.425     7494.294       20.060      266.000   116448.000       26.000     2602.000       18.000      177.000       86.000        0.000       66.609        0.000        8.304       21.453        3.633        0.000        2.907        2.918        4.624
   52900.000 -1557222.438   145657.643    85475.807   184306.187     1125.371 -2231984.165   258196.719    42025.060       27.347       55.400     7617.629       20.137      274.000   115820.000       26.000     2557.000       17.000      182.000       87.000        0.000       65.571        0.000       11.073       20.588        2.768        0.000        2.507        2.517        4.416
   53000.000 -1557010.325   138802.767    85855.278   184914.774     1136.828 -2230882.203   263162.230    42967.896       27.448       55.372     7580.491       19.767      277.000   115960.000       30.000     2618.000       26.000      156.000       85.000        0.000       66.263        0.000        5.536       24.394        3.806        0.000        2.880        2.890        4.587
   53100.000 -1555069.028   143452.646    86417.666   185189.319     1135.956 -2227849.375   256584.761    42984.541       27.487       55.432     7734.755       20.436      294.000   115736.000       32.000     2563.000       25.000      182.000       85.000        0.000       65.571        0.000        8.304       24.221        1.903        0.000        2.946        2.955        4.808
   53200.000 -1557809.346   143339.205    85572.364   184181.197     1144.445 -2232043.471   259996.913    41542.403       27.618       55.362     7792.150       20.328      283.000   115804.000       32.000     2545.000       16.000      167.000       91.000        0.000       66.436        0.000        9.689       23.875        0.000        0.000        2.961        2.969        4.814
   53300.000 -1555417.470   141435.233    85558.433   184590.773     1123.822 -2227913.190   259787.459    42489.017       27.512       55.391     7823.695       20.274      285.000   115630.000       29.000     2561.000       16.000      155.000       92.000        0.000       66.782        0.000        8.997       23.010        1.211        0.000        3.009        3.017        4.861
   53400.000 -1555932.154   141035.433    85185.815   184380.042     1116.681 -2227305.898   259655.773    43163.480       27.403       55.380     7891.833       20.831      311.000   116074.000       32.000     2562.000       25.000      178.000       90.000        0.000       66.090        0.000        8.997       22.837        2.076        0.000        2.899        2.907        4.877
