        Time	Energy		x1				x2			x3				x4			x5			x6	
   12300.000    1864.976    8932.117   63274.792    13578.794   11085.806     4096.015   71944.961
   12400.000    2186.366   10106.033   62774.759    13524.767   10871.325     2956.986   70997.970
   12500.000    2059.264    9678.644   63240.515    13614.211   11082.141     3328.457   71656.282
   12600.000    2138.568    9428.421   63302.232    13752.227   11142.275     3995.186   71977.319
   12700.000    2081.576    9266.442   62968.226    13950.006   11432.933     4026.534   71662.552
   12800.000    1974.926    9346.662   64189.860    13679.733   11466.628     3691.327   73039.817
   12900.000    2254.847    9158.009   63680.919    14139.219   11346.079     4394.190   72185.131
   13000.000    2268.877    8882.564   63944.986    14083.135   11448.999     4736.612   72661.149
   13100.000    2001.370    7719.470   64921.918    13766.432   11347.080     5665.152   73885.817
   13200.000    1746.012    9004.090   63651.665    14115.426   11664.221     4723.787   73182.325
   13300.000    2125.864    9080.402   63537.512    13628.023   11226.177     4178.220   72268.425
   13400.000    2187.846    9026.735   63065.840    13810.901   11578.399     4345.440   72017.666
   13500.000    2059.183    8412.338   64462.570    14075.607   11421.842     5143.953   73305.912
   13600.000    2167.437    8878.719   63262.223    14009.940   11426.250     4583.332   71973.146
   13700.000    2266.754    8876.177   63141.499    13852.797   11210.803     4434.316   71543.243
   13800.000    1956.939    8261.946   63852.006    13866.287   11165.550     4983.891   72440.168
   13900.000    2375.888    9373.014   63627.874    14027.732   11526.825     4192.977   72317.070
   14000.000    2390.244    9031.350   62971.756    13949.681   11388.736     4226.363   71278.278
   14100.000    2603.282    8255.461   64603.930    13821.374   11332.088     4927.000   72693.824
   14200.000    2360.735    8881.227   63081.354    13799.369   11214.187     4255.995   71272.659
   14300.000    2326.801    8131.853   65256.470    13706.232   11053.323     4980.660   73389.274
   14400.000    2187.899    8985.854   63046.983    13625.057   10779.454     3920.834   70920.169
   14500.000    2356.212    8904.146   64005.121    13787.295   11422.359     4133.246   72321.366
   14600.000    2342.178    9608.312   63510.089    13701.869   10998.593     3434.967   71507.914
   14700.000    2256.643    8986.415   64099.612    13824.155   11460.823     4143.433   72609.485
   14800.000    2033.913    8570.012   64181.768    13632.120   11284.039     4384.765   72754.550
   14900.000    2256.364    7848.322   64977.011    13859.631   11473.257     4914.558   73097.153
   15000.000    2606.792    7976.552   64049.007    13940.195   11421.342     5303.835   72203.748
   15100.000    2395.853    8366.016   64380.057    13729.194   11174.582     4424.033   72219.642
   15200.000    2184.433    7683.217   64948.815    13643.437   11133.786     5192.471   73130.420
   15300.000    2249.040    7002.432   66584.997    13978.720   11207.825     6347.156   74914.650
   15400.000    2259.177    7292.964   66257.341    13711.810   11087.324     5934.761   74601.402
   15500.000    2379.269    8608.820   64817.461    13777.289   11306.105     4485.275   73061.103
   15600.000    2168.603    8048.079   64889.145    13863.935   11106.146     5291.833   73302.664
   15700.000    2548.181    9024.415   64384.511    13768.112   11239.096     4066.672   72398.401
   15800.000    2251.368    8859.282   63833.752    13811.617   11002.875     4213.653   71846.577
   15900.000    2275.047    8946.684   63386.531    13612.154   11008.185     3848.601   71302.800
   16000.000    2380.895    8755.410   63628.172    13722.088   11034.445     4258.541   71573.587
   16100.000    2284.323    9164.725   62536.327    13815.623   11214.799     3894.459   70710.364
   16200.000    2217.724    8063.703   64158.675    13642.103   11227.865     4918.618   72509.035
   16300.000    2264.522    8587.524   64695.624    13742.168   11217.084     4482.058   72975.599
   16400.000    2513.222    9345.187   65075.496    14068.374   11479.554     4108.632   73427.274
   16500.000    2282.150    8936.417   64456.395    13917.936   11245.971     4182.435   72621.132
   16600.000    2351.393    9631.607   63503.250    13940.397   11328.159     3287.271   71458.497
   16700.000    2096.908    9478.276   63292.156    13793.806   11288.873     3368.762   71537.352
   16800.000    2127.100    8845.269   62985.992    13875.400   11139.100     4184.132   71151.992
   16900.000    1892.554    9036.653   64324.976    14028.469   11782.918     4301.758   73525.281
   17000.000    1851.466    9669.302   63270.671    13998.014   11784.637     3656.373   72531.504
   17100.000    2128.324    9578.161   62706.413    13580.111   11198.062     3097.154   70871.355
   17200.000    2156.288    9045.402   63432.602    13684.666   10980.635     3726.586   71344.270
   17300.000    2474.094    7880.068   64662.950    13783.468   11175.361     5202.670   72663.487
   17400.000    2363.485    8781.136   64394.858    13673.977   11073.599     4057.527   72269.659
   17500.000    2389.789    8338.956   64794.037    13667.287   11359.632     4613.743   73049.293
   17600.000    2251.791    8953.778   63570.318    13658.290   11177.351     3800.061   71591.427
   17700.000    2270.680    9821.168   62774.879    13584.742   10983.988     2729.617   70454.231
   17800.000    2111.587    9161.537   63016.707    13832.516   11069.231     4173.707   71477.077
   17900.000    2312.640    9808.180   62560.727    13801.660   11167.165     3273.401   70695.173
   18000.000    2385.138   10031.764   63683.900    13847.966   11005.317     3073.629   71561.506
   18100.000    2418.785    9873.557   62213.881    13578.379   11243.523     3046.586   70380.383
   18200.000    2160.556   10090.128   62498.202    13825.307   11562.907     2982.326   71147.699
   18300.000    2432.228    9511.754   62637.630    13892.017   11420.005     3592.839   70837.982
   18400.000    2313.506    9708.335   62544.370    13691.869   11390.327     3127.299   70764.956
   18500.000    2701.417    9205.981   63165.805    14053.995   11312.665     4294.527   71223.566
   18600.000    2289.460    8745.278   63655.187    14051.907   11616.531     4630.268   72305.897
   18700.000    2534.727    9734.910   62399.328    13844.654   11333.302     3078.563   70166.723
   18800.000    2711.601    9243.673   62770.651    14130.139   11568.165     3977.644   70718.395
   18900.000    2997.522    9190.272   62650.674    13926.073   11357.330     3787.634   70062.315
   19000.000    2875.314    8817.778   63777.111    13846.512   11586.660     4181.901   71641.624
   19100.000    2492.439    8772.562   63918.679    13961.043   11265.986     4381.030   71884.775
   19200.000    2206.984    8538.848   64633.413    14032.213   11309.802     4938.991   73181.857
   19300.000    2290.364    9770.777   62513.620    14081.766   11421.173     3845.471   71178.911
   19400.000    2028.500    9878.174   61807.847    13869.325   11071.147     3522.636   70381.979
   19500.000    2158.861    9687.499   63214.636    13862.365   11442.812     3927.108   72250.829
   19600.000    2285.683   10263.925   61733.011    13714.870   11473.612     2917.705   70387.700
   19700.000    2262.128    9328.206   62842.110    13409.264   11299.436     3697.801   71496.161
   19800.000    2184.130   10671.481   61440.224    13686.424   11081.200     2506.124   69828.475
   19900.000    2154.825   10063.049   62111.753    13700.655   11518.323     3168.200   71005.846
   20000.000    2264.926   11006.240   59989.036    13959.406   11573.603     2590.631   68935.178
