        Time	Energy		x1				x2			x3				x4			x5			x6	
   79900.000    2123.286   10497.546   62051.878    14303.509   11815.869     3277.507   71216.005
   80000.000    2158.216   10754.651   60469.528    14026.257   11422.915     2399.782   68862.403
   80100.000    2114.672   10160.091   61715.750    14163.212   11723.999     3068.911   70390.867
   80200.000    1998.368    9435.040   62804.508    14046.326   11701.684     3810.211   71706.749
   80300.000    2362.902   10450.949   61747.776    14359.748   11954.256     3007.315   70437.646
   80400.000    2231.838    9713.549   63008.825    13999.236   11731.092     3747.278   71969.670
   80500.000    2044.738    9424.699   62725.062    14041.695   11533.745     3839.320   71436.394
   80600.000    1984.801   10311.643   61778.116    14074.630   11621.913     2780.799   70433.039
   80700.000    2292.038    9572.664   62043.703    13984.233   11314.612     3628.653   70283.361
   80800.000    1893.023    9746.159   62031.333    14355.058   11562.861     3862.005   70954.278
   80900.000    2095.097    8930.692   63101.519    13935.713   11435.509     4219.555   71656.464
   81000.000    2290.170    9266.706   63193.261    14019.811   11531.245     3914.392   71595.622
   81100.000    2347.047    8700.166   63374.988    14169.332   11569.708     4488.885   71617.368
   81200.000    2029.391    9738.316   61748.544    14269.598   11670.683     3732.844   70591.398
   81300.000    2376.011    9503.688   62393.649    14074.752   11557.820     3492.737   70497.132
   81400.000    2210.213    8991.304   63752.076    14046.321   11655.588     3934.435   72076.869
   81500.000    2157.266    9018.386   64223.118    14006.796   11517.838     4193.817   72789.097
   81600.000    2168.437    9421.943   62921.998    14236.434   11623.985     4008.433   71571.487
   81700.000    1977.652    9468.245   62474.659    13877.562   11455.626     3424.584   70967.901
   81800.000    2095.424    9970.786   62138.167    14044.086   11634.963     3147.119   70751.525
   81900.000    2375.888    9658.636   61304.210    14404.405   11660.718     3894.812   69738.082
   82000.000    2192.485   10665.747   60962.339    14199.559   11446.093     2526.492   69208.628
   82100.000    2106.011   10563.733   60716.246    14351.784   12038.485     2930.138   69790.807
   82200.000    1808.136   10129.509   61143.301    14150.832   11583.834     3364.279   70261.954
   82300.000    2229.057   10215.471   60202.478    13680.743   11339.283     2476.985   68324.417
   82400.000    2306.917    8986.876   62875.817    13995.059   11612.433     4025.267   71198.417
   82500.000    2310.527   10350.342   61389.604    14156.138   11649.807     2928.590   69851.677
   82600.000    2109.840    9562.371   61339.211    14178.092   11575.832     3835.348   70024.831
   82700.000    2219.826    9795.796   61638.445    14121.120   11659.548     3401.288   70154.130
   82800.000    2326.775    8933.968   63105.138    14094.939   11437.386     4256.623   71311.401
   82900.000    2500.983    8716.193   62527.367    13907.083   11242.810     3979.591   70057.895
   83000.000    2324.283    9126.886   63013.109    13829.345   11595.351     3571.115   71152.834
   83100.000    2421.120   10076.758   62469.713    13959.557   11312.594     2779.656   70258.045
   83200.000    2288.316    9656.353   62443.655    13974.951   11583.454     3282.557   70702.752
   83300.000    2185.628    9611.767   62326.545    14109.409   11464.699     3441.321   70549.295
   83400.000    2070.309    9709.067   62304.605    14278.032   11533.147     3537.614   70736.091
   83500.000    1991.817   10310.626   61675.800    14000.020   11652.791     2738.800   70386.181
   83600.000    2112.581    9555.558   62364.350    13797.730   11311.039     3415.929   70736.563
   83700.000    2160.025    8712.996   63275.751    14202.738   11633.672     4485.194   71744.849
   83800.000    2176.092   10127.587   61326.397    13853.089   11425.278     2714.056   69564.136
   83900.000    1877.490    9745.533   61706.978    14228.745   11749.803     3387.004   70483.083
   84000.000    2049.563    9721.062   61387.195    14090.785   11757.323     3139.373   69864.605
   84100.000    2107.587    9902.328   61490.103    14000.774   11693.406     3043.319   70020.794
   84200.000    2336.119   10184.120   62076.585    14143.409   11607.757     2955.592   70344.527
   84300.000    2361.609    9207.000   62442.156    14222.134   11575.880     3612.294   70253.587
   84400.000    2234.999   10151.910   62039.056    14077.576   11798.433     2655.695   70332.518
   84500.000    2450.915   10219.653   62403.273    14200.081   11580.673     2817.015   70369.617
   84600.000    2474.253   10116.850   61314.954    14275.844   11853.926     2843.286   69378.919
   84700.000    2325.549    9207.384   62760.803    14415.216   11642.951     3894.958   70765.330
   84800.000    2352.704    9373.846   62135.521    14384.469   11622.493     3738.971   70133.659
   84900.000    2534.347    9139.633   62989.112    14122.224   11868.279     3636.770   70977.223
   85000.000    2779.873    8719.593   63559.956    14179.101   11570.839     3943.578   70834.992
   85100.000    2534.008    8636.445   63204.104    14097.789   11423.080     4203.513   70835.345
   85200.000    2298.301   10446.060   61094.180    14005.783   11630.691     2337.051   69203.899
